company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
Window Depot USA of Dallas,https://windowdepotdallas.com/,windowdepotdallas.com,Irving,TX,+1 214-399-9592,"4425 W Airport Fwy Ste 119, Irving, TX 75062, United States",4.8,205,Yes,Replacement windows with in-house certified installation; siding and entry/patio doors,Residential,False,Replacement window dealer/installer,high,"windowdepotdallas.com/windows and /blog/where-to-get-free-estimates-on-replacement-windows-in-dallas-texas; About Us: 'committed to providing homeowners in Dallas, TX... replacement windows, siding, and entry door projects'",YES,Window
Window Nation,https://www.windownation.com/locations/texas/grand-prairie?utm_code=CMP-08802-Y8W8G&utm_source=google&utm_medium=organic&utm_content=GMB_showroom,windownation.com,Grand Prairie,TX,+1 972-332-5412,"2940 N Hwy 360 Ste 300, Grand Prairie, TX 75050, United States",4.7,1057,Yes,Replacement windows and doors with professional installation; national installer with Grand Prairie showroom,Residential,False,Replacement window company,high,"'Grand Prairie, Texas Home Window Replacement Experts' — windownation.com/locations/texas/grand-prairie/; location page '2940 N Hwy 360 #300, Grand Prairie, TX 75050... (972) 332-5412', 'top-rated products, expert installation'",,Window
Window Replacement,https://dallas-windows-doors.com/contact/,dallas-windows-doors.com,Dallas,TX,+1 972-640-7918,"2021 Cockrell Ave, Dallas, TX 75215, United States",5.0,503,Yes,"Window installation and window replacement, plus door installation and replacement",Residential,False,Window and door replacement company,high,"dallas-windows-doors.com/dallas/ titled 'The Best Window Replacement and Door Installation Dallas, TX'; Yelp listing 'Dallas Windows and Doors, 2021 Cockrell Ave' matches; 'specializes in window installation, window replacement, door installation, and door replacement for residential properties across Dallas'",,Window
Window Universe Dallas Ft Worth,https://windowuniversedfw.com/,windowuniversedfw.com,Irving,TX,+1 844-983-9773,"1431 Greenway Dr Ste 80042, Irving, TX 75038, United States",4.8,48205,Yes,"Replacement and custom-made windows plus doors, sold and installed for DFW homeowners; 10 window lines from 3 US manufacturers",Residential,False,Replacement window dealer/installer,high,"Site pages '#1 NO-HASSLE Replacement Windows Dallas Ft Worth' (windowuniversedfw.com/), '/replacement-windows/', '/window-and-door-installation/custom-made-windows/', '/residential-windows/'",,Window
Window World of Dallas-Fort Worth,https://www.windowworlddfw.com/,windowworlddfw.com,Grand Prairie,TX,+1 972-623-9998,"2520 N Great SW Pkwy Suite 100, Grand Prairie, TX 75050, United States",4.7,1850,Yes,"Vinyl replacement window installation, plus doors and siding",Residential,False,Replacement window company,high,"Indexed site pages 'Window Installation in Texas' (windowworlddfw.com/windows/installation/), 'Installation' (windowworlddfw.com/installation/), 'Window Replacement Company in Texas' (windowworlddfw.com/), 'Replacement Doors in Dallas, Texas' (/doors/); described as 'leading provider of vinyl replacement windows, siding, and doors'",YES,Window
Window World of Dallas-Fort Worth,https://www.windowworlddfw.com/,windowworlddfw.com,Richardson,TX,+1 972-623-9993,"600 N Coit Rd Ste 2052, Richardson, TX 75080, United States",4.7,789,Yes,"Vinyl replacement window installation, plus doors and siding (Richardson location of the same DFW franchise)",Residential,False,Replacement window company,high,"Same domain as ID 133: 'Window Installation in Texas' windowworlddfw.com/windows/installation/ and 'Window Replacement Company in Texas'; Google review: 'through the sales process, ordering my custom windows, and the installation'",YES,Window
Window Zone,https://windowzonedfw.com/,windowzonedfw.com,Farmers Branch,TX,+1 469-557-6333,"2309 Springlake Rd #630, Farmers Branch, TX 75234, United States",4.9,40,Yes,"Custom-manufactured replacement windows (double-hung, casement etc.) installed by certified crews",Residential,False,Replacement window company,high,"windowzonedfw.com/window-replacement/ 'Window Replacement in Dallas-Fort Worth' and /window-installation/; 'every window made to order, sized precisely for your home, and installed by certified professionals'",,Window
WindowCraft Inc,https://www.windowcraft.biz/,windowcraft.biz,Dallas,TX,+1 214-358-7110,"4412 W Lovers Ln, Dallas, TX 75209, United States",4.5,10,Yes,"Custom wood, metal and vinyl windows and doors for new construction or replacement (Loewen dealer)",Residential,False,Windows and doors dealer/installer with Dallas showroom,high,"loewen.com dealer page 'WindowCraft, Inc. - Dallas Showroom, 4412 W. Lovers Lane'; BBB category 'Window Installation'; 'wide variety of windows and doors for new homes or replacements'",,Window
"WindowCraft, Inc.",https://windowcraftinc.com/,windowcraftinc.com,Gainesville,TX,+1 940-726-5008,"6441 I-35 Frontage Rd, Gainesville, TX 76240, United States",3.5,8,No,Sale and installation of windows and doors for new construction and remodeling - Gainesville showroom of the same company as ID 136,Residential,False,Windows and doors dealer/installer,high,"BBB Gainesville profile, category 'Window Installation' - 'offers the sale of windows and doors to residential builders and homeowners in both the new construction and remodeling markets'; 'two showrooms, located in Dallas and Gainesville'",,Window
Windowmere Windows and Doors,https://windormere-windows-doors.com/,windormere-windows-doors.com,Rockwall,TX,+1 214-695-1335,"202 N West St A, Rockwall, TX 75087, United States",5.0,57,Yes,New window installation and premium vinyl window replacement; exterior door installation/replacement,Residential,False,Window and door replacement company,high,"wmetx.com 'Window Replacement Rockwall TX' and /blog-1/f/window-installation-in-rockwall-tx-replacing-old-aluminum; Angi/HomeAdvisor services: '3-5 New Window Installation, 6+ Room New Window Service, Doors (Exterior) Installation and Replacement'",,Window
Windows of Texas,http://www.windowsoftexas.com/,windowsoftexas.com,,,+1 214-493-0072,,1.0,,Yes,New and replacement windows and doors for DFW homes; window installation and repair via partner suppliers/installers,Residential,False,Replacement window & door contractor,high,Site pages 'Residential Windows' (windowsoftexas.com/services/residential-windows/) and 'Window and Door Replacement FAQs'; 'offers new & replacement windows and doors for homes in the Dallas-Fort Worth area',,Window
WinPro Doors and Windows LLC,https://winprodoorsandwindows.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,winprodoorsandwindows.com,,,+1 945-294-6776,,5.0,20,Yes,"Full-service window replacement and installation (Pella and other brands), plus doors",Residential,False,Window & door installation contractor,high,Page title 'Window Replacement - WinPro Doors & Windows' (winprodoorsandwindows.com/window-replacement/); 'Fort Worth's full-service window installation specialist',,Window
Woodruff Windows,https://woodruffwindows.com/location/garland-texas/,woodruffwindows.com,Dallas,TX,+1 214-390-9426,"9330 Lyndon B Johnson Fwy #900, Dallas, TX 75243, United States",5.0,4,Yes,"Custom-built replacement windows and doors, in-house install crews; Garland/DFW",Residential,False,Replacement window & door company,high,"Page title 'Window & Door Replacement McKinney TX' (woodruffwindows.com/) and 'Garland, Texas - New Woodruff Window'; 'window & door installation in Garland, TX... replaced over 10,000 windows'",,Window
"Wow Windows & Glass, LLC",http://www.wowwindowsglass.com/,wowwindowsglass.com,Carrollton,TX,+1 469-892-6662,"1201 Walnut Ave #6, Carrollton, TX 75006, United States",5.0,488,,"Vinyl replacement windows, broken/foggy glass repair, glass replacement, screens, shower enclosures",Residential,False,Window & glass company (window installation and repair),high,"Site title 'Wow Windows and Glass - Window Installation and Repair - DFW Metroplex' (wowwindowsglass.com); 'specialties include vinyl replacement windows, broken or foggy glass repair'",,Window
Wyndoorco,https://wyndoorco.com/,wyndoorco.com,Dallas,TX,+1 972-922-3578,"3626 N Hall St Ste 610, Dallas, TX 75219, United States",5.0,18,Yes,"New and retrofit window installation (remove/replace), doors, moving glass walls",Both,False,Window & door installation contractor,high,Page titles 'WYNDOORCO New and Replacement Windows and Doors' and 'WYNDOORCO New & Retrofit Windows & Doors'; 'window and door retrofit installation (remove/replace) for residential and commercial',,Window
Zelaya Windows & Glass,https://www.zelayawindows.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16006523137603938515,zelayawindows.com,Carrollton,TX,+1 469-544-1045,"1510 Randolph St Ste 203, Carrollton, TX 75006, United States",,,Yes,"Vinyl window replacement and installation, glass replacement, patio doors, storm windows; residential and business",Both,False,Window & glass replacement company,medium,"Angi listing for Zelaya Windows & Glass, Carrollton TX: 'quality Vinyl Windows, Glass, Patio Door replacements and installation... New Windows Service, Storm Windows - Install or Replace, Business Window Service'",,Window
Zen Windows Dallas,https://zenwindows.com/dallas/?utm_source=google&utm_medium=organic&utm_campaign=maps_dallas,zenwindows.com,,,+1 214-447-3199,,5.0,4,Yes,"Whole-window replacement and installation (vinyl, bay, etc.) plus doors; no repairs",Residential,False,Replacement window company (quote-online model),high,Page titles 'Dallas Window Installation' (zenwindows.com/dallas/windows/window-installation/) and 'Residential Window Replacement in Dallas',,Window
AAA Fast Glass Incorporated,http://aaafastglass.com/,aaafastglass.com,Dallas,TX,+1 972-241-0012,"2270 Manana Dr, Dallas, TX 75220, United States",3.0,2,No,"Residential window/glass replacement and commercial storefront, curtain wall and door glass replacement",Both,False,Commercial & residential glass company / glaziers,high,"Page titles 'Dallas - Fort Worth Storefront, Glass Window Replacement' (/storefront-and-curtain-wall.html) and 'Dallas - Fort Worth Residential Glass, Dallas Window Replacement' (/residential-glass.html)",,Auto-Glass-Tint-Audio
Binswanger Glass,https://www.binswangerglass.com/branch/dallas-tx-4222-harry-hines-blvd/,binswangerglass.com,Dallas,TX,+1 214-520-6583,"4222 Harry Hines Blvd, Dallas, TX 75219, United States",3.9,87,Yes,"Residential window glass repair and replacement incl. foggy insulated-glass (IG) units; commercial storefronts, curtain wall, entrance systems and glass partitions",Both,False,Full-service residential and commercial glass company,high,"binswangerglass.com/residential-glass/windows-glass-repair-replacement/ 'Window Glass Repair & Replacement'; Dallas branch page (4222 Harry Hines Blvd) - 'specialize in home glass repair, broken window repair, and commercial glass repair, including glass storefront doors'; listed as a Dallas ISD vendor for 'window glazing, repair and installation services'",,Auto-Glass-Tint-Audio
Dallas Glass and Auto,http://dallasglassandauto.com/,dallasglassandauto.com,,,+1 972-900-7194,,5.0,95,Yes,Residential glass repair and replacement - broken/cracked home windows - alongside its auto glass work,Residential,True,Auto glass / windshield replacement with a residential glass repair line,medium,"dallasglassandauto.com: 'skilled technicians providing timely, professional service for both auto and residential glass repair needs'; 'high-quality, durable glass for vehicles and homes'; 'They handle cracked windshields, broken windows, and full glass replacements.'",,Auto-Glass-Tint-Audio
DFW Glass Mart,http://dfwglassmart.com/,dfwglassmart.com,,,+1 972-900-3117,,5.0,110,Yes,Residential and commercial glass replacement (plus auto glass); dedicated residential page,Both,True,"Glass company serving auto, home and business",high,"dfwglassmart.com - 'professionally services all your auto, home and business glass needs... offers glass replacement for auto, residential, or commercial needs'; dfwglassmart.com/residential page exists",,Auto-Glass-Tint-Audio
Glass Replacement Pros,http://glassreplacementpros.com/,glassreplacementpros.com,,,+1 972-900-7559,,5.0,10,Yes,"Home window replacement and custom glass installation, alongside auto glass and windshield work",Residential,True,Auto and residential glass replacement,medium,"glassreplacementpros.com - '20 years of experience in auto glass repair, windshield replacement, and residential glass services'; 'They offer car window repair, home window replacement, and custom glass installation'. Medium confidence: the site is auto-led and the residential claim is stated in copy rather than on a dedicated service page",,Auto-Glass-Tint-Audio
Mid Cities Auto Glass,https://midcitiesautoglass.com/auto-glass-repair-service/,midcitiesautoglass.com,Dallas,TX,+1 214-810-8888,"5635 Beeman Ave, Dallas, TX 75223, United States",4.8,18,Yes,"Glass repair and replacement for residential and commercial windows and doors, from minor chips to significant cracks, alongside their auto glass work",Both,True,auto glass repair and windshield replacement (est. 2001),medium,"midcitiesautoglass.com — 'they specialize in glass repairs for residential and commercial windows and doors, handling minor chips to significant cracks', in addition to windshield/side/back window and sunroof glass replacement.",YES,Auto-Glass-Tint-Audio
Mid Cities Auto Glass,https://midcitiesautoglass.com/auto-glass/,midcitiesautoglass.com,Dallas,TX,+1 210-401-1110,"4755 Algiers St, Dallas, TX 75207, United States",4.8,5,Yes,"Glass repair and replacement for residential and commercial windows and doors, alongside their auto glass work (same company/domain as ID 188, different Dallas location)",Both,True,auto glass repair and windshield replacement (est. 2001),medium,"midcitiesautoglass.com — 'they specialize in glass repairs for residential and commercial windows and doors, handling minor chips to significant cracks'; site also lists midcitiesautoglass.com/dallas-auto-glass/ and multiple DFW locations.",YES,Auto-Glass-Tint-Audio
Mister Glass,https://www.misterglassinc.com/?utm_source=gmb&utm_medium=organic&utm_campaign=DALLAS,misterglassinc.com,Dallas,TX,+1 972-669-0951,"13342 Floyd Cir, Dallas, TX 75243, United States",4.9,3613,Yes,"Residential home window glass repair and replacement, plus commercial storefront glass, office partitions and doors; Google review describes replacing glass in two large fogged-up windows (IGU replacement)",Both,True,"full-service glass company (auto, residential and commercial) in Dallas since 1960",high,"misterglassinc.com/residential-glass/glass-repair-replacement-2/ and misterglassinc.com/commercial-glass.html — 'auto, residential & commercial glass services including windshields, shower doors, storefronts'; 'commercial glass repair and replacement for storefronts, office partitions, doors'. Google review: 'We had 2 large format windows that had fogged up & needed a glass replacement'.",,Auto-Glass-Tint-Audio
My Safe Auto Glass Repair & Replacement Dallas,http://autoglassrepairtx.com/,autoglassrepairtx.com,,,+1 972-366-5054,,4.9,250,Yes,"Commercial glass: storefront glass, doors, interior office glass, security glass and emergency board-up for DFW businesses",Commercial,True,mobile auto glass / windshield replacement and ADAS calibration in DFW,medium,"autoglassrepairtx.com — 'Commercial Glass – Storefront glass, doors, interior office glass, security glass and emergency board-up for businesses across DFW', alongside windshield replacement and chip repair. Confirmed on a second, domain-scoped search.",,Auto-Glass-Tint-Audio
Renfro Glass Inc,http://www.renfroglassinc.com/,renfroglassinc.com,Lancaster,TX,+1 972-228-1962,"1822 N Interstate 35 E Rd, Lancaster, TX 75134, United States",4.7,162,Yes,Residential glass work and commercial storefront installation / glass partitions; also solar screens,Both,True,"Full-service glass company (commercial, residential, auto and trucks)",high,"renfroglassinc.com/about - 'more than 37 years of experience serving commercial, residential, auto & trucks customers... takes care of glass needs from vehicles, residential and commercial'; commercial glass listed as 'storefront installation, glass partitions, and custom glass solutions'",,Auto-Glass-Tint-Audio
AM Roofing Company,https://amroofingcompany.com/?utm_source=Google_Maps&utm_medium=Website_Link-Click&utm_campaign=Google_Maps_Visits,amroofingcompany.com,Dallas,TX,+1 214-980-4366,"5641 SMU Boulevard #106, Dallas, TX 75206, United States",4.9,39,Yes,"Window installation offered alongside roofing, gutters, siding, soffit & fascia",Both,False,Roofing and gutter contractor (DFW),medium,"Nextdoor/business listing for AM Roofing Company Dallas: 'roof repairs, installations, inspections, and gutter cleaning and installation... siding installation and window installation'; own site amroofingcompany.com lists /services/ pages for roofing and gutters",,Roofing
"Baker Roofing & Construction, Inc",https://baker-roofing.com/,baker-roofing.com,Dallas,TX,+1 855-766-3777,"6507 Trammel Dr, Dallas, TX 75214, United States",4.9,62,,"Replacement windows, window screens, cracked/broken window glass repair; window installation as part of construction services",Both,False,Residential/commercial roofing and general construction/remodeling,high,"baker-roofing.com/construction-services/ — 'specializes in bathroom and kitchen remodeling, window installation, and door solutions'; 'offers replacement windows, window screens and can repair cracked and broken glass, with a full line of replacement window options'",,Roofing
Bert Roofing Inc.,https://bertroofing.com/?utm_campaign=gmb,bertroofing.com,Dallas,TX,+1 214-239-2699,"10021 Cayuga Dr, Dallas, TX 75228, United States",4.8,135,Yes,"Window repair and replacement, plus window screens",Residential,False,"Residential roofing contractor (Dallas, since 1988)",high,"bertroofing.com/services/ and /roofing-services-products/ — 'window repair and replacement services, along with window screens', alongside gutters, siding, roof decking, patio covers",,Roofing
Blue Hammer Roofing,https://bluehammerroofing.com/areas-served/dallas/?utm_campaign=gmb&utm_medium=organic&utm_source=google,bluehammerroofing.com,Dallas,TX,+1 469-564-8357,"8330 Lyndon B Johnson Fwy B604, Dallas, TX 75243, United States",4.9,1307,Yes,Window services listed alongside roofing/gutters; a customer review describes a side window replaced with the roof,Both,False,Residential and commercial roofing / storm damage restoration,low,"Search results list 'gutter repair and replacement services, as well as window services' for Blue Hammer, and a Yelp/Google review states the customer 'had their roof replaced along with a side window and back fence'. NOTE: some result text may come from the unrelated bluehammersolutions.com (VA) — treat as low confidence",,Roofing
Bold Roofing - DFW's Best Roofing Contractor,https://boldroofing.com/,boldroofing.com,Dallas,TX,+1 972-380-9300,"10720 Miller Rd #303, Dallas, TX 75238, United States",4.7,622,Yes,"Windows listed as a service alongside gutters, siding, fencing under general contracting / storm restoration",Residential,False,"Roofing contractor and storm-damage general contractor (Dallas, since 1979)",medium,"Company profile listings: 'offers roofing, insurance claim services, storm restoration, general contracting, gutters, fences, windows, and siding'; 'Beyond roofs, they coordinate gutters, windows, siding, fencing'",,Roofing
Brennan Enterprises,https://www.brennancorp.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=dallas,brennancorp.com,,,+1 972-619-9281,,,,Yes,"Turnkey full window replacement, adding window openings, window-to-door conversions; also supplies windows to trade pros",Residential,False,Residential window and exterior door replacement company,high,"brennancorp.com/service-area-overview/dallas-county/dallas/ 'Window and Door Replacement - Dallas, TX'; 'a residential window and exterior door replacement company that has proudly served Texas homeowners since 1979'; carries Brennan, Andersen, NT Window and Alside windows",,Roofing
Built To Last Roofing,https://btolroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-primary-link-dallas,btolroofing.com,Dallas,TX,+1 469-364-8198,"6537 Lyndon B Johnson Fwy, Dallas, TX 75240, United States",4.9,271,Yes,"Windows listed among restoration/general contracting services alongside roofing, gutters and fences",Residential,False,Roofing contractor / storm restoration general contractor,medium,"btolroofing.com/services/ - 'services include gutters, fences, windows, and gates - everything you need for full property restoration'; 'trusted local general contractor experts for a variety of repairs including roof, gutters, windows, fence'. Medium confidence: windows appear in the service list but have no dedicated page",,Roofing
DAR Roofing General Contractors,http://www.darroofinggc.com/,darroofinggc.com,Farmers Branch,TX,+1 315-836-4542,"2727 Lyndon B Johnson Fwy Ste 785, Farmers Branch, TX 75234, United States",4.9,122,Yes,Window replacement and repair offered among general contracting services,Both,False,Roofing general contractor (residential and commercial),high,"darroofinggc.com service list - 'Roof Restoration and Replacement, Gutter Installation & Repair, Fence, Siding, Garage Door Installation and Repair, HVAC, Exterior & Interior Paint, and Window Replacement and Repair'; 'serving the entire DFW area with both residential and commercial applications'",,Roofing
Home Quality Solutions Roofing,https://homequalitysolutions.com/,homequalitysolutions.com,Dallas,TX,+1 972-743-0331,"3839 McKinney Ave Ste 155-2417, Dallas, TX 75204, United States",4.8,146,Yes,Window repairs offered alongside roofing and gutter work,Both,False,"Roofing contractor (residential + commercial, insurance restoration)",medium,"Business listings for homequalitysolutions.com: ""In addition to roofing, they provide other home improvement services, including gutter installation and window repairs""; site also has /handyman-services/ page. Google review mentions roof, vents, windscreens and interior damage.",,Roofing
JUST ROOF GENERAL CONTRACTORS LLC,https://roofremodelingsolution.com/,roofremodelingsolution.com,Dallas,TX,+1 469-797-6747,"8330 Lyndon B Johnson Fwy Ste 678, Dallas, TX 75243, United States",4.8,77,Yes,Window replacement as part of exterior remodeling,Residential,False,Roofing / general contractor and remodeler,high,"roofremodelingsolution.com — ""They specialize in paint, siding installation, window replacement, and other exterior upgrades""; Google review: ""they chance my windows and gutters"".",,Roofing
Lakeside Roofing Co,https://lakesideroofco.com/,lakesideroofco.com,,,+1 972-365-1216,,5.0,31,Yes,"Window replacement listed alongside roofing, siding and gutters",Residential,False,Roofing contractor / storm restoration,medium,"lakesideroofco.com (incl. /roof-replacement services page): ""they offer services from replacing roofs to siding, gutters to windows"".",,Roofing
"Legacy Crown Exteriors, LLC",http://www.legacycrownexteriors.com/,legacycrownexteriors.com,,,+1 903-312-4574,,5.0,18,Yes,Window installation as a listed service of the general contractor,Both,False,"Exterior general contractor (roofing, gutters, remodels)",high,"BBB profile / legacycrownexteriors.com service list: ""...fencing, decking, pool enclosures, patio enclosures, siding installation and window installation"".",,Roofing
MacDonald Roofing & Remodeling,https://www.teammacdonald.com/,teammacdonald.com,Dallas,TX,+1 214-601-9304,"4245 N Central Expy Suite 490, Dallas, TX 75205, United States",5.0,66,Yes,Replaces windows and doors as part of remodeling service line,Both,False,Roofing and home remodeling contractor,high,"teammacdonald.com/remodeling — ""They update siding, replace windows and doors, build new porches, or add outdoor living spaces.""",,Roofing
New View Roofing,https://newviewroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,newviewroofing.com,Dallas,TX,+1 469-966-1196,"4722 Gaston Ave, Dallas, TX 75246, United States",4.9,697,Yes,"New window installation and window replacement/repair for homes; part of their exterior renovation offering (painting, siding, windows, fencing)",Residential,False,Residential/commercial roofing and exterior remodeling,high,"Page title 'Window Installation and Repair in Dallas' at newviewroofing.com/residential/window-installation/ ; exterior renovation page lists 'exterior painting, new siding installation, new window installation and fencing'",,Roofing
Reformed Roofing & Contracting,http://www.reformed-roofing.com/,reformed-roofing.com,Dallas,TX,+1 972-946-1775,"5639 Dyer St Ste 200, Dallas, TX 75206, United States",5.0,73,Yes,Energy-efficient window and door replacement,Both,False,"Roofing, siding and window contractor / storm restoration",high,"reformed-roofing.com — ""a trusted name in residential and commercial roofing, siding, and energy-efficient window and door replacements""; described as ""Heart of Dallas roofing, siding, window experts"".",,Roofing
"Sunbelt Waterproofing & Restoration, LLC.",http://www.sunbeltllc.com/,sunbeltllc.com,Dallas,TX,+1 972-681-6222,"7318 Ferguson Rd, Dallas, TX 75228, United States",4.4,17,,Window glazing and glass replacement on commercial buildings; sealant/caulking replacement,Commercial,False,"Commercial waterproofing, facade and masonry restoration",high,"sunbeltllc.com/texas-waterproofing — service list includes ""Waterproofing and Caulking Services"" and ""Window Glazing and Glass Replacement services"" alongside masonry/facade restoration.",,Roofing
TC Roofing and Restorations,https://www.tcroofingexperts.com/,tcroofingexperts.com,,,+1 833-799-7663,,5.0,200,Yes,"Window replacement in DFW, offered as a restoration service alongside roofing",Residential,False,Roofing and storm/insurance restoration contractor,high,Indexed page 'Window Replacement in DFW' at tcroofingexperts.com/restoration-services/window-replacement/,,Roofing
Trustmark Exteriors,https://www.trustmarkexteriors.com/?utm_source=google&utm_medium=gbp,trustmarkexteriors.com,Fort Worth,TX,+1 817-859-8369,"2832 SE Loop 820, Fort Worth, TX 76140, United States",5.0,14,Yes,Window installation and window repair,Residential,False,Residential roofing / exteriors contractor,high,"trustmarkexteriors.com service list: ""window installation, metal roofing, window repair, tile roofing, roof leak repair, shingles, gutter contractors, gutter installation, roof replacement"".",,Roofing
"United Roofing Services, LLC",https://www.unitedroofservicesllc.com/,unitedroofservicesllc.com,Dallas,TX,+1 214-677-2987,"6742 La Grange Dr, Dallas, TX 75241, United States",4.8,39,,"""Window and Door Services"" listed alongside roofing, gutters and skylights",Both,False,"Roofing contractor (roof replacement, repair, gutters)",medium,"Directory entries for unitedroofservicesllc.com: ""the website menu also mentions window services along with... skylight installation, chimney services"" and ""the company lists 'Window and Door Services' among its available services"".",,Roofing
Weather The Storm Roofing,https://www.weatherthestormroofingtx.com/,weatherthestormroofingtx.com,,,+1 469-970-6626,,5.0,29,Yes,Window replacement as part of wind/hail storm restoration,Both,False,Storm restoration roofing contractor,high,"weatherthestormroofingtx.com/about — ""Their team handles roofing, gutters, fencing, windows, interior drywall repairs, and other exterior restoration services...""",,Roofing
"Zeus Exteriors, LLC",http://www.zeusexteriors.com/,zeusexteriors.com,Dallas,TX,+1 469-771-0988,"2815 Valley View Ln #210, Dallas, TX 75234, United States",5.0,181,,Window replacement,Both,False,Roofing and exterior products contractor,high,"zeusexteriors.com — ""they offer a range of services including roof repair, window replacement, and siding replacement""; products/services listed as roof inspections, replacements, repairs, gutters, windows, fencing.",,Roofing
Quality 1 Energy Systems Heating & Air Conditioning,https://www.q1es.com/,q1es.com,Dallas,TX,+1 214-856-6489,"10870 Plano Rd C, Dallas, TX 75238, United States",4.9,397,Yes,Residential window installation / replacement for energy efficiency,Both,False,HVAC contractor (residential + commercial) since 1989,high,"Dedicated page q1es.com/residential/window-installation/ titled ""Dallas Window Installation""; profile text: ""insulation and window replacement"".",,HVAC
AM Gutter Services,https://www.amgutterservices.com/,amgutterservices.com,Dallas,TX,+1 214-980-4366,"5641 SMU Boulevard #106, Dallas, TX 75206, United States",5.0,257,Yes,"Window installation offered as a specialty service alongside gutters, roofing and siding",Both,False,"Gutter installation, cleaning and repair contractor",medium,"amgutterservices.com/about-us — ""The company offers specialty services including Roof Installation, Siding Installation, Window Installation, Fence Installation, and Power Washing.""",,Gutters
AC Glass and Mirror,http://www.acglass.biz/,acglass.biz,Dallas,TX,+1 214-604-3394,"2708 Reynolds Ave, Dallas, TX 75232, United States",3.3,7,Yes,"Window glass replacement, single and double pane, same/next-day",Both,False,Glass company — shower/mirror division plus window glass division,high,"acglass.biz — ""two divisions: Shower and Mirrors and Windows and Glass Replacement""; expertise includes ""window glass replacements in 24 hours or same day"" and ""window glass replacement (double pane and single pane)"".",,Shower-Mirror-Glass
Alamo Glass & Mirror,https://www.alamoglassco.com/,alamoglassco.com,Dallas,TX,+1 214-821-2886,"10510 Olympic Dr, Dallas, TX 75220, United States",4.0,37,Yes,Window glass repair and replacement; commercial storefronts and curtainwall,Both,False,Full-service glass and mirror company (since 1943),high,"alamoglassco.com/products-services.html titled ""Residential & Commercial Glass in Dallas, TX"" — ""glass shower doors, glass table tops, decorative pattern glass, custom and decorative framed mirrors and window glass repair and replacement"", plus commercial storefronts.",,Shower-Mirror-Glass
Alpha Glass & Mirror Co,http://www.agmglass-dfw.com/,agmglass-dfw.com,Dallas,TX,+1 214-637-5500,"8901 Sovereign Row, Dallas, TX 75247, United States",3.7,9,No,"Commercial and retail glass/window replacement, wet sealing",Commercial,False,Commercial glass and glazing contractor (~40 years),high,"agmglass-dfw.com — ""specializes in the installation and maintenance of commercial glass and windows""; services: ""commercial and retail glass replacement, door repair and maintenance, mirror replacement, and window filming and wet sealing"".",,Shower-Mirror-Glass
Alvarez Glass and Mirror LLC,http://www.alvarezglass.com/,alvarezglass.com,Dallas,TX,+1 214-906-3955,"11227 Goodnight Ln #905, Dallas, TX 75229, United States",3.7,3,Yes,Complete window replacement (vinyl / thermally broken) and window glass replacement; storefront glazing,Both,False,Full-service commercial and residential glass company,high,"alvarezglass.com — ""Windows (Complete Windows with Vinyl or Thermally Broken materials, or Glass Replacement)"", plus Storefront (new construction, remodeling, repair, glass walls) and flat glass install incl. dual pane, low-e, tempered.",,Shower-Mirror-Glass
C-TEX Glass And Door LLC,http://ctexglassanddoor.com/,ctexglassanddoor.com,,,+1 832-579-7053,,,,Yes,Window glass and door glass; commercial storefront glass installation,Both,False,"Glass and door fabrication/installation (storefronts, partitions, mirrors)",medium,"ctexglassanddoor.com — sheet glass, commercial storefront doors, glass installation, glass partitions, railings, mirrors; sister site page title ""Window Glass in Balch Springs TX 75180, Door Glass in Balch Springs"".",,Shower-Mirror-Glass
Carlos Glass and Construction,http://carlosglasstx.com/,carlosglasstx.com,Dallas,TX,+1 682-288-8941,"3185 Darvany Dr, Dallas, TX 75220, United States",5.0,7,Yes,"Windows listed as a service line alongside commercial glass and glass storefronts, residential and commercial",Both,False,"Glass contractor (showers, mirrors, storefronts, windows, handrails)",high,"carlosglasstx.com/services/ - service list: 'showers, store fronts, commercial glass, handrails, mirrors, windows, and wine cellars'; also blog page carlosglasstx.com/the-impact-of-glass-storefronts-on-business-success/",,Shower-Mirror-Glass
Century Glass & Mirror Inc. of Dallas,http://www.centuryglassdallas.com/,centuryglassdallas.com,Dallas,TX,+1 214-823-7773,"1417 N Washington Ave, Dallas, TX 75204, United States",4.9,87,Yes,"Plate & window glass repair and replacement, insulated glass replacement, storefront glass; residential and commercial new installations, replacements and repairs",Both,False,Full-service glass and mirror company,high,"Listed services: 'plate & window glass repair & replacement, windows, insulated glass replacement, shower doors & enclosures, mirrors, table furniture tops, shelves, cabinet glass and storefront'; categorized as a 'Doors & Windows' business in Dallas TX",,Shower-Mirror-Glass
