verdict,verification,company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
YES,web-searched,Dallas Glass and Mirror,https://www.dallasglassandmirror.net/,dallasglassandmirror.net,Dallas,TX,+1 469-737-5374,"11245 Goodnight Ln #19, Dallas, TX 75229, United States",4.9,472,Yes,"Window repair and replacement, 24-hour glass replacement, emergency board-up",Both,False,Family-owned glass and mirror company (third-generation glazier),high,"dallasglassandmirror.net/glass/ — ""Their services include window repair and replacement, glass shower enclosures, custom mirrors, glass railings, storefronts, and emergency board-up service.""",,Shower-Mirror-Glass
UNCLEAR,web-searched,Dallas Glass Contractors LLC,https://www.dallasglasscontractors.com/,dallasglasscontractors.com,Dallas,TX,,"4245 N Central Expy Suite 490, Dallas, TX 75205, United States",5.0,4,Yes,,,False,Commercial and residential architectural glass contractor,low,"dallasglasscontractors.com — ""provides architectural glass products and installation services to local architects, home owners, designers, contractors, developers, property management companies"", but the only named services are glass railings, frameless shower doors and shower enclosures. Two searches surfaced no window or storefront glazing evidence either way.",,Shower-Mirror-Glass
YES,web-searched,Daltex Glass & Aluminum Inc,https://daltexglass.com/,daltexglass.com,Farmers Branch,TX,+1 214-865-9961,"11419 Ferrell Dr #108, Farmers Branch, TX 75234, United States",4.4,49,Yes,"Supplies, fabricates and installs custom windows and storefronts",Both,False,"Glass, aluminum and window supplier/installer",high,"daltexglass.com — ""supplies, fabricates and installs custom glass, aluminum, mirrors, storefronts, shower enclosures and glazing services across Dallas-Fort Worth""; services: ""custom windows, doors, shower glass, mirrors & storefronts"".",,Shower-Mirror-Glass
UNCLEAR,web-searched,DFW MYSTIC Mirrors & Glass,https://www.instagram.com/dfwmystic/?hl=en,instagram.com,,,+1 214-732-5458,,5.0,11,Yes,,,False,Glass and mirror shop (Instagram-only presence),low,"Only source found is the Instagram bio for @dfwmystic (""MYSTIC MIRROR & GLASS"") — ""strives on professionalism & quality for all your glass needs & ideas"", no service list. Google reviews mention a bathroom project and a glass tabletop. Two searches produced no evidence on building windows either way.",,Shower-Mirror-Glass
NO,web-searched,Dh&McBella Glass and Mirrors,http://dhmcbellaglassandmirrors.com/,dhmcbellaglassandmirrors.com,Lancaster,TX,+1 682-323-5309,"3146 Springfield Ave, Lancaster, TX 75134, United States",4.8,21,No,,,False,"Custom shower door, mirror and interior glass fabricator",medium,"dhmcbellaglassandmirrors.com and /portfolio — ""custom shower doors, commercial glass, office partitions, and hardware"", custom glass doors, sliding shower glass, mirrors, glass stairs. No house-window or IGU work listed.",,Shower-Mirror-Glass
YES,web-searched,Discount Glass Texas,http://discountglasstexas.com/,discountglasstexas.com,Dallas,TX,+1 972-900-8748,"11063 Dennis Rd, Dallas, TX 75229, United States",4.9,1497,Yes,"Window replacement and repair, storefront windows, commercial glass across Dallas/Carrollton",Both,False,Window replacement and repair / commercial glass contractor,high,"Indexed page titles from own site: 'Storefront Windows - Discount Glass Texas Window Replacement & Repair' (discountglasstexas.com/storefront-windows/), 'Commercial Glass Carrollton - Discount Glass Texas Window Replacement & Repair', 'Commercial Glass Dallas: Elevate Your Space Today!'",,Shower-Mirror-Glass
NO,web-searched,Dominate Hardware LLC,http://www.dominatehardware.com/,dominatehardware.com,Dallas,TX,+1 214-713-7716,"10737 King William Dr, Dallas, TX 75220, United States",4.9,17,Yes,,,False,Glazing supplies and architectural hardware supplier (shower/storefront hardware),high,"dominatehardware.com — ""Glazing Supplies & Architectural Hardware""; product catalogue of shower hinges, clamps, handles, sliding systems, storefront aluminum and door hardware, stock shower door glass. A parts supplier, not an installer.",,Shower-Mirror-Glass
YES,web-searched,Eagles glass inc,http://www.eaglesglassinc.com/,eaglesglassinc.com,Dallas,TX,+1 214-447-8919,"11105 Shady Trail Ste 122, Dallas, TX 75229, United States",,,Yes,Window glass and storefront glass replacement; residential and commercial glass installation,Both,False,"Commercial glass and glazing contractor (storefront, curtain wall, partitions)",high,"eaglesglassinc.com/storefront-and-curtain-wall page; services described as ""storefront glass replacement, window glass, residential and commercial construction, mirrors installation, caulking services, and commercial glass & aluminum installations"".",,Shower-Mirror-Glass
NO,web-searched,"Eridion Glass, LLC",http://eridionglass.com/,eridionglass.com,,,+1 844-374-3466,,5.0,17,Yes,,,False,"Custom specialty glass subcontractor — frameless showers, mirrors, railings",medium,"eridionglass.com listings — ""they specialize in frameless showers, custom mirrors, and glass railings for homes across DFW""; full service list (glass block, glass cutting, shower doors, backsplash, countertops, pool fencing, partitions) contains no window installation or window glass replacement.",,Shower-Mirror-Glass
YES,web-searched,Excelsior Glass and Mirror LLC,http://excelsiorglass.co/,excelsiorglass.co,,,+1 214-622-3021,,4.4,20,Yes,Residential window installation and window repair/replacement; commercial storefronts,Both,False,"Glass installation company (windows, showers, mirrors, storefronts)",high,"excelsiorglass.co homepage is titled ""Window Installation""; ""residential window installation and solar screens, custom glass shower enclosures, commercial storefronts""; service list includes ""window installation, glass repair, mirror repair, window repair, and replacements"".",,Shower-Mirror-Glass
YES,web-searched,Gibraltar Glass,https://gibraltarglass.com/,gibraltarglass.com,Garland,TX,+1 972-271-7333,"3933 Leon Rd #307, Garland, TX 75041, United States",4.2,5,Yes,Window replacement alongside commercial glazing work,Commercial,False,Commercial glass and glazing contractor (tenant finish-out),medium,"Listings for Gibraltar Glass Inc: ""main lines of business include Glass & Glazing Contractors"" and ""they appear to offer window replacement service in addition to their commercial glass work""; structural/non-structural glass installs, Herculite doors, conference room glazing.",,Shower-Mirror-Glass
YES,web-searched,Glasshouse,http://glasshouseproducts.com/?utm_source=google&utm_medium=Yext,glasshouseproducts.com,Dallas,TX,+1 214-761-1100,"4811 Lakawana St, Dallas, TX 75247, United States",4.3,6,Yes,Produces and installs custom windows and storefront glass,Both,False,High-end custom glass and mirror fabricator/installer,high,"glasshouseproducts.com/services/ (""Residential & Commercial Glass in Central Texas"") — ""Specializing in custom showers, railings, storefronts, doors, windows, and mirrors, Glasshouse produces and installs glass solutions""; also Storefront Glass and Architectural Glass in product list.",,Shower-Mirror-Glass
YES,web-searched,Glassworks Texas,https://glassworkstexas.com/,glassworkstexas.com,,,+1 214-281-0052,,5.0,8,Yes,Residential window replacement; commercial storefront and window systems,Both,False,Residential and commercial glass installation/replacement company,high,"glassworkstexas.com/our-services/ — residential list begins ""window replacement, patio & bi-fold doors...""; dedicated page /storefronts-window-systems/ for aluminum/steel/glass storefront and window systems.",,Shower-Mirror-Glass
NO,web-searched,Hartung Glass Industries,https://www.hartung-glass.com/locations/texas/,hartung-glass.com,Dallas,TX,+1 972-247-4113,"12900 Nicholson Rd, Dallas, TX 75234, United States",4.3,29,Yes,,,False,"Glass fabricator / manufacturer (tempering, IG units) selling B2B",high,"hartung-glass.com/locations/texas/ — ""Custom Glass Fabricator in Texas""; ""provides innovative solutions to Architects/Designers, Glazing Contractors and Glass Companies"". Wholesale fabricator, does not install for end customers.",,Shower-Mirror-Glass
YES,web-searched,iDEAL GLASS DFW,http://idealglassdfw.com/,idealglassdfw.com,,,+1 469-745-2626,,4.4,7,Yes,Insulated glass units and aluminum storefront glazing,Both,False,"Glass shop — shower enclosures, mirrors, storefronts, insulated glass",medium,"idealglassdfw.com/services/ — ""Ideal Glass DFW specializes in aluminum storefronts, mirrors, shower enclosures, glass railings and insulated glass."" Insulated glass and storefront glazing qualify; shower/mirror work is the bulk of the business.",,Shower-Mirror-Glass
YES,web-searched,Imperial Glass Texas LLC,https://www.imperialglasstx.com/,imperialglasstx.com,Dallas,TX,+1 214-613-5104,"10869 Shady Trail Ste 160, Dallas, TX 75220, United States",4.6,135,Yes,"Residential and commercial window glass replacement and whole-window replacement meeting city code; also storefront glass, shower doors, mirrors, railings",Both,False,Glass shop (shower/mirror/glass) that also does window installation and replacement,high,"Own site page title: 'Glass Window Installation & Replacement Metroplex' at imperialglasstx.com/windows/; site text: 'residential whole windows and glass replacement, and their window replacement meets city code requirements'",,Shower-Mirror-Glass
YES,web-searched,LUXOR Mirrors & Glass,https://instagram.com/luxor__glass?igshid=1p65kgn2hjaad,instagram.com,,,,"Dallas, TX 75207, United States",4.7,33,Yes,"Window installation in and around Dallas; products include low-e windows, tempered glass, aluminum window products; also shower glass and mirrors",Residential,False,Mirror and glass shop (shower glass) that also installs windows,medium,"Listing/profile text: 'LUXOR Mirrors & Glass offers shower glass installation and window installation in and around Dallas, TX' and product list including 'low-e windows' and 'aluminum window products'; categorized as a 'Doors & Windows' business (local.yahoo.com/info-209839631-luxor-mirrors-glass-dallas)",,Shower-Mirror-Glass
YES,web-searched,Montgomery Glass LLC,http://montgomeryglassllc.com/,montgomeryglassllc.com,,,+1 682-715-2323,,5.0,16,Yes,Repairs cracked and foggy window panes (IGU) alongside custom glass work,Both,False,"Custom glass installer — frameless showers, partitions, tabletops",medium,"montgomeryglassllc.com — ""custom glass installation, including frameless shower doors, glass partitions, and tabletops... They also handle repairs for cracked or foggy panes.""",,Shower-Mirror-Glass
YES,web-searched,Oak Cliff Mirror & Glass Company,http://glassnajiffy.com/,glassnajiffy.com,Dallas,TX,+1 214-747-4875,"2202 N Beckley Ave, Dallas, TX 75208, United States",3.9,91,Yes,Installs glass windowalls/curtainwalls and aluminum storefronts; cut-to-size glass,Both,False,Glass fabrication and installation company (est. 1932),high,"glassnajiffy.com/residential/ and /about-us/ — ""they cut glass to size, sell framed mirrors, install shower doors, install aluminum storefronts, and glass windowalls/curtainwalls perfect for any residential or commercial application.""",,Shower-Mirror-Glass
YES,web-searched,Omega Glass & Mirror Co,http://omegaglassdallas.com/,omegaglassdallas.com,Dallas,TX,+1 214-821-8283,"6212 Mercedes Ave, Dallas, TX 75214, United States",4.7,37,Yes,"Windows, plate glass and insulated glass supply and installation; storefronts",Both,False,Full-service residential and commercial glass company (est. 1990),high,"omegaglassdallas.com — ""full service residential and commercial glass company offering Windows & Plate Glass, Insulated Glass, Bevel & Glass Tops, Store Fronts, Mirrors, Commercial Door Repair, and Tempered Safety Glass""; Google review: ""he came on time and did the window repair fast"".",,Shower-Mirror-Glass
NO,web-searched,Preferred Glass DFW,https://www.preferredglassdfw.com/contact-us,preferredglassdfw.com,Dallas,TX,+1 682-808-8690,"1750 Empire Central Dr, Dallas, TX 75235, United States",4.6,8,No,,,False,Custom frameless shower and mirror installer,medium,"preferredglassdfw.com/about-us titled ""Custom Frameless Showers & Mirrors"" — ""specializes in residential glass installation and installs custom showers and mirrors, office partitions, glass wine rooms"". A second, window-specific search confirmed they focus on custom glass rather than window/foggy-glass replacement.",,Shower-Mirror-Glass
YES,web-searched,Ranger Glass and Mirror,http://www.rangerglassandmirror.shop/,rangerglassandmirror.shop,,,+1 903-423-0536,,4.3,6,Yes,"Window installation, window glass repair and replacement",Both,False,Full-service glass and mirror shop (est. 2000),high,"rangerglassandmirror.shop listings — ""full service glass and mirror shop offering residential and commercial services including shower doors, windows, mirrors, storefronts, cabinet glass, and table tops""; services include ""windows installation... glass and window repair services... glass and window replacement services"".",,Shower-Mirror-Glass
UNCLEAR,web-searched,Razor Mirror and Glass,https://www.razormirrorandglass.com/,razormirrorandglass.com,,,+1 469-258-0821,,,,Yes,,,False,Glazier / glass and mirror shop (services unverified),low,"Two searches returned no indexed content from razormirrorandglass.com. Only trace found is a directory entry: ""Razor Mirror & Glass, 3828 Mt Washington St, Dallas, TX 75211, (469) 258-0821, listed as a Glaziers company."" No service list and no Google review text — cannot tell whether they do building windows.",,Shower-Mirror-Glass
UNCLEAR,web-searched,Skye Glass,https://www.facebook.com/share/1AtPaKYrkH/?mibextid=wwXIfr,facebook.com,,,+1 430-346-5920,,5.0,34,Yes,,,False,Shower glass installer (Facebook-only presence),low,"No website and no indexed business content — two searches found nothing for ""Skye Glass"". The only evidence is the Google reviews, which describe shower glass only (""Freddie has been taking care of my shower glass installs"", ""outstanding job on our custom shower glass installations""). Not enough to confirm or rule out house-window work.",YES,Shower-Mirror-Glass
YES,web-searched,Super Glass Llc,http://www.superglassllc.com/,superglassllc.com,,,+1 214-624-4623,,4.0,,Yes,Window glass installation/replacement and new windows,Residential,False,"Glass installation company (Balch Springs, TX)",medium,"HomeAdvisor profile for Super Glass, LLC, 2816 Hickory Tree Road, Balch Springs TX: ""offers Window Glass Installation or Replacement Service, Mirrors Installation and Replacement, New Windows Service"". Note: distinct from the unrelated SuperGlass windshield-repair franchise.",,Shower-Mirror-Glass
YES,web-searched,Texas Pride Mirror & Glass LLC,https://texaspridemirrornglass.com/,texaspridemirrornglass.com,,,+1 214-281-6638,,5.0,11,Yes,"Window replacement, window installation and window leak repair",Both,False,"Glass, mirror and window contractor",high,"Listings for texaspridemirrornglass.com — ""offers quality window installation services in Dallas, TX""; services: ""door replacement, door repair, frameless showers, caulking repair and replacement, window replacement, window installation service, and window leak repair"". Google review mentions a dog breaking a window.",,Shower-Mirror-Glass
NO,web-searched,Wise Glass,https://wiseglassllc.net/near-me/plano-tx-glass-shower-doors/?utm_source=gmb&utm_medium=referral,wiseglassllc.net,Plano,TX,+1 945-322-4706,"800 Fulgham Rd Suite 5, Plano, TX 75093, United States",5.0,100,Yes,,,False,Custom frameless shower door company (4 DFW showrooms),high,"wiseglassllc.net — ""Frameless Shower Doors DFW""; ""designs, fabricates, and installs custom shower doors, glass partition walls, custom mirrors, steam shower enclosures, glass railings, and wine cellar enclosures"". No window glass work.",,Shower-Mirror-Glass
YES,web-searched,Acme Glass and Tinting,https://911window.com/,911window.com,,,+1 972-677-7172,,4.5,49,Yes,Replacement windows and sliding doors; fogged and broken window glass repair (5-yr seal-failure warranty),Both,False,Window replacement and glass repair company that also does building window tinting,high,"911window.com/about/ — ""provides fogged and broken glass repair as well as solar screens, window tinting, and replacement windows and sliding doors for both residential and commercial customers""; explicitly ""do not tint vehicle glass"". Google review: ""Had an issue with a double hung window and Acme came out next day"".",,Tint-Film
NO,web-searched,Adhesive Pro Window Tinting,http://adhesiveprodfw.com/,adhesiveprodfw.com,Duncanville,TX,+1 214-668-6438,"630 E Hwy 67 A, Duncanville, TX 75137, United States",4.9,180,Yes,,,False,Window film / tint and paint protection film installer,high,"adhesiveprodfw.com/home-window-tint-dallas-texas/ and /about-adhesive-pro-dallas-texas/ — window tint, paint protection film and vinyl graphics; films include graffiti, safety and decorative. Film application only, no window install/replacement.",,Tint-Film
YES,web-searched,AmeriTint Window Specialists,https://ameritint.com/,ameritint.com,,,+1 972-243-8468,,4.8,52,Yes,"Vinyl replacement windows, retrofit windows, double-pane/foggy glass replacement",Both,False,Replacement window installer that also does window film/tinting,high,"Dedicated pages ameritint.com/vinyl-replacement-windows-coppell-highland-village-lewisville-plano-tx/, /retrofit-windows/, /energy-efficient-windows/, /double-pane-glass-foggy-glass/. Google review: ""If you are looking for great windows at a reasonable price, look no further than AmeriTint"".",,Tint-Film
NO,web-searched,Dallas Window Film,https://denverwindowfilm.com/,denverwindowfilm.com,,,+1 214-329-9603,,4.5,2,Yes,,,False,Window film / tinting contractor,medium,"Two searches: dallaswindowfilm.com is ""the leading window tinting contractor in Dallas, offering commercial and residential window film installation""; denverwindowfilm.com is the same operator's Denver site (""provider of window film products and services... since 2008""). Film application only — no window install/replacement found.",,Tint-Film
NO,web-searched,Dallas Window Tint,http://www.dallaswindowtint.com/,dallaswindowtint.com,Dallas,TX,+1 214-553-5938,"10825 Plano Rd #4, Dallas, TX 75238, United States",4.8,140,Yes,,,True,"Auto, commercial and residential window tinting",high,"dallaswindowtint.com and /auto-tinting — ""Professional Auto & Commercial Window Tint""; services are ""tint application, tint removal, tint repair, and window film installation"". Film only, no glass or window replacement.",,Tint-Film
NO,web-searched,DFW Window Film Inc,https://www.dfwwindowfilm.com/,dfwwindowfilm.com,Dallas,TX,+1 214-888-3456,"7712 Meadowhaven Dr, Dallas, TX 75254, United States",5.0,107,Yes,,,False,Residential and commercial window film installer,high,"dfwwindowfilm.com/window-film, /residential-suppliers, /decorative-window-film — sun-control, decorative, privacy, safety/security, anti-graffiti and UV films. No window or glass replacement; a review notes they turned down a job rather than install film on structurally weak glass.",,Tint-Film
NO,web-searched,DFW Window Tinting,https://dfwwindowtinting.com/,dfwwindowtinting.com,,,+1 972-846-8464,,5.0,40,Yes,,,False,Residential/commercial window film (tint) installation,high,"dfwwindowtinting.com: 'specializes in tinting commercial businesses and residential homes' — film only, lifetime warranty on residential film; no window install/replacement",,Tint-Film
NO,web-searched,DTXTINTZ LLC,https://dtxtintz.org/,dtxtintz.org,,,+1 945-353-6584,,5.0,36,Yes,,,True,Automotive window tinting,high,"dtxtintz.org title 'DTXTintz — Precision Automotive Window Tinting'; ceramic/carbon/dyed film for cars and trucks, tint removal, vehicle wraps",,Tint-Film
NO,web-searched,Mobile Window Tint WJ Dallas,https://www.windowmobiletint.com/,windowmobiletint.com,Dallas,TX,+1 214-772-5971,"2607 Rampart St, Dallas, TX 75235, United States",5.0,139,Yes,,,True,"Mobile window tinting / window film (auto, residential, commercial)",high,"windowmobiletint.com 'WJ MOBILE WINDOW TINT' — offers standard, carbon, ceramic and nano ceramic films for automotive, residential and commercial applications; film application only, no window install/replacement found",,Tint-Film
NO,web-searched,Professional Window Tint of Dallas,https://www.glasstinting.com/,glasstinting.com,,,+1 214-348-1234,,4.9,237,Yes,,,False,Window film / tint and glass frosting installer (residential + commercial),high,"glasstinting.com/services/ — 'Dallas TX Residential Window Tinting', 'Dallas TX Commercial Window Tinting', 'Dallas TX Window Frosting'; 25+ years of 'professional window film installation'; Madico film product line. Film on existing glass only.",,Tint-Film
NO,web-searched,Quality Window Tint | Same Day Home Service,https://qualitywindowstint.com/,qualitywindowstint.com,,,+1 214-882-7145,,4.1,73,Yes,,,True,Auto and home window tint film application,high,"qualitywindowstint.com: 'Car Window Tinting and Home Window Tinting ... window film installation, tint removal, tint application, tint repair' — film only",,Tint-Film
NO,web-searched,RSJ Window Tint,http://rsjwindowtint.com/,rsjwindowtint.com,Dallas,TX,+1 469-855-7636,"902 S Peak St Ste c, Dallas, TX 75223, United States",4.9,123,Yes,,,True,Automotive window tinting shop,high,rsjwindowtint.com '#1 Window Tint Shop in Dallas Texas'; directory listings describe ceramic tint installs on vehicles at 902 S Peak St,,Tint-Film
NO,web-searched,Texas Audio Customs & Window Tint,http://www.texasaudiocustoms.com/,texasaudiocustoms.com,Garland,TX,+1 972-840-2606,"2218 S Jupiter Rd Ste 104, Garland, TX 75041, United States",4.8,522,Yes,,,True,"Car audio, vehicle wrap and auto window tint",high,"texasaudiocustoms.com: 'custom car audio and lighting ... car audio components, window tint, vinyl wrap, auto alarms, LED lighting'",,Tint-Film
NO,web-searched,Tint World,https://www.tintworld.com/locations/tx/dallas-013,tintworld.com,Dallas,TX,+1 972-872-8468,"4238 Maple Ave, Dallas, TX 75219, United States",4.8,344,Yes,,,True,"Auto styling franchise: window tint, wraps, detailing, car audio",high,tintworld.com/locations/tx/dallas-013/home-window-tinting/ — home window tinting is film only; balance of services is automotive tint/wraps/detailing,,Tint-Film
NO,web-searched,Torres Window Tint (Mobile service),https://torreswindowtinttx.com/,torreswindowtinttx.com,Dallas,TX,+1 214-469-6265,"7423 Cortland Ave, Dallas, TX 75235, United States",4.9,87,Yes,,,True,"Mobile window tinting, PPF and ceramic coating",high,"Directory listings: 'professional window tinting, paint protection film, and ceramic coatings for auto, commercial, and residential applications' — film only",,Tint-Film
NO,web-searched,Tritek Window Tinting & Paint Protection,https://tritektinting.com/,tritektinting.com,Garland,TX,+1 972-926-5666,"2638 National Dr, Garland, TX 75041, United States",5.0,3695,Yes,,,True,Auto/residential/commercial window film and paint protection,high,"tritektinting.com 'Dallas Window Tinting and Paint Protection Film' — 'window tinting, paint protection film, ceramic coating, privacy and security film'",,Tint-Film
NO,web-searched,WETINT WINDOWS,https://www.wetintwindows.net/,wetintwindows.net,Dallas,TX,+1 214-225-0509,"3880 W Ledbetter Dr, Dallas, TX 75233, United States",4.7,4725,Yes,,,True,Window tinting shop,medium,"tintbrokers.com tint-shop listing for WETINT WINDOWS, 3880 W Ledbetter Dr Dallas — tint shop; no window install/replacement content indexed",,Tint-Film
NO,web-searched,Window Film Depot - Home & Commercial Window Tint,https://www.windowfilmdepot.com/locations/texas/dallas-fort-worth/,windowfilmdepot.com,Dallas,TX,+1 469-607-1480,"9330 Lyndon B Johnson Fwy #900, Dallas, TX 75243, United States",5.0,3,Yes,,,False,"National 3M window film installer (security, solar, graphics)",high,"windowfilmdepot.com '3M Window Film Installation Company' — safety/security film, sun control, anti-graffiti, graphics; film application only",,Tint-Film
NO,web-searched,WJ Window Tint,https://www.tintwindowpro.com/,tintwindowpro.com,Dallas,TX,+1 214-426-4067,"11838 E NW Hwy, Dallas, TX 75218, United States",5.0,2,Yes,,,True,Automotive/residential/commercial window tinting,high,"tintwindowpro.com (WJ Window Tint Pro): 'automotive, residential, and commercial window tinting'; Carbon Ceramic / Nano Ceramic films",,Tint-Film
NO,web-searched,Blessed by the Best,http://blessedbythebest214.com/,blessedbythebest214.com,,,+1 214-863-8266,,5.0,10,Yes,,,False,Window cleaning service,medium,No pages from blessedbythebest214.com indexed in search; Google review evidence: 'Best window cleaning service ever. Always on time...',,Window Cleaning
NO,web-searched,Clear View Window Cleaning,https://clearviewwindowsdfw.com/,clearviewwindowsdfw.com,,,+1 469-879-5094,,5.0,,Yes,,,False,"Window cleaning, pressure washing, gutter cleaning",medium,"BBB profile 'DFW ClearView Window Cleaning' filed under Window Cleaning, Dallas; DFW Clear View: 'residential and commercial clients for window cleaning, pressure washing, and gutter cleaning'",,Window Cleaning
NO,web-searched,ClearVue Solutions,https://clearvue.solutions/,clearvue.solutions,,,+1 214-704-2531,,5.0,46,Yes,,,False,Window cleaning and pressure washing,medium,No pages from clearvue.solutions indexed; Google review: 'ClearVue did an excellent job cleaning my windows and pressure washing my driveway',,Window Cleaning
NO,web-searched,Contact Window Cleaning,https://contactwindowcleaning.com/,contactwindowcleaning.com,,,+1 214-390-5774,,5.0,203,Yes,,,False,Residential and commercial window cleaning,high,"contactwindowcleaning.com: 'professional, commercial and residential window/glass cleaning services ... screen cleaning, track cleaning' since 2005",,Window Cleaning
NO,web-searched,Dallas Maids,https://dallasmaids.com/,dallasmaids.com,Dallas,TX,+1 469-487-6669,"2606 Manor Way, Dallas, TX 75235, United States",4.9,500,Yes,,,False,Residential house cleaning / maid service,high,"dallasmaids.com/house-cleaning/ — standard/deep/move-out house cleaning, apartment cleaning, carpet cleaning",,Window Cleaning
YES,web-searched,Dallas Window Butler,http://dallaswindowbutler.com/,dallaswindowbutler.com,,,+1 469-640-8551,,4.8,21,Yes,"Vinyl replacement window sales & installation, glass replacement, foggy/IGU repair, weatherproofing; also doors",Residential,False,Residential window replacement and glass repair contractor,high,"dallaswindowbutler.com 'Best Window Replacement Company'; pages /windows, /doors, /services/foggy-window-repair; 'vinyl window sales & installation, glass replacement ... window weatherproofing'",,Window Cleaning
NO,web-searched,Dallas Windows and Gutter Cleaning,https://bestwindowcleanerdallas.com/,bestwindowcleanerdallas.com,,,+1 214-597-3248,,4.9,189,Yes,,,False,Window and gutter cleaning,high,"bestwindowcleanerdallas.com/services/window-cleaning — 'Window Cleaning, Gutter Cleaning, Gutter Guard Installation, Gutter Repair, Screen Repair, Pressure Washing'",,Window Cleaning
NO,web-searched,GLASSGLOW Professional,https://glassglowusa.com/,glassglowusa.com,Dallas,TX,+1 945-408-5812,"5606 SMU Boulevard #601401, Dallas, TX 75206, United States",5.0,10,Yes,,,False,Residential and commercial window cleaning,high,"glassglowusa.com/specialities — 'residential and commercial window cleaning ... interior or exterior windows, sidewalks, or patios'",,Window Cleaning
NO,web-searched,Lakewood Window Cleaning,https://lakewoodwindowcleaning.com/,lakewoodwindowcleaning.com,Dallas,TX,+1 214-223-8846,"9105 Westglen Dr, Dallas, TX 75228, United States",4.8,163,Yes,,,False,"Window cleaning, gutter cleaning, pressure washing",high,"lakewoodwindowcleaning.com 'Professional Window Cleaning Services' + /gutter-cleaning/ — 'window cleaning (inside, outside and storm windows), skylights, gutter cleaning, pressure washing'",,Window Cleaning
NO,web-searched,LOOK Cleaning Services,http://www.lookwindowservice.com/,lookwindowservice.com,,,+1 214-864-0812,,5.0,67,Yes,,,False,"Window cleaning, power washing, gutter cleaning",high,"lookwindowservice.com/services — 'window cleaning, power washing, trash bin cleaning, gutter services'",,Window Cleaning
NO,web-searched,Morning Dew Window Cleaning,https://morningdewwindowcleaning.jobbersites.com/,morningdewwindowcleaning.jobbersites.com,,,+1 972-261-6998,,5.0,,Yes,,,False,Window washing,high,"morningdewwindowcleaning.jobbersites.com 'Professional Window Washing Services' — 'exterior/interior window cleaning, screen cleaning, cobweb removal, skylight cleaning, commercial window cleaning'",,Window Cleaning
NO,web-searched,North Dallas Window Cleaning,http://northdallaswindowcleaning.com/?utm_campaign=gmb,northdallaswindowcleaning.com,Dallas,TX,+1 469-871-5448,"11259 Goodnight Ln #1122, Dallas, TX 75229, United States",4.9,517,Yes,,,False,"Window cleaning, pressure washing, gutter cleaning, holiday lights",high,"northdallaswindowcleaning.com — 'professional window cleaning, pressure washing, gutter cleaning, and Christmas light installation'; standard vs deluxe window cleaning tiers",,Window Cleaning
NO,web-searched,Oceanview Window Cleaning,http://oceanviewtx.com/,oceanviewtx.com,,,+1 817-205-6916,,5.0,10,Yes,,,False,Window cleaning,high,"oceanviewtx.com 'Oceanview Window Cleaning' — streak-free window cleaning, quarterly window cleaning plan",,Window Cleaning
NO,web-searched,Pane Clinic Window Cleaning,https://paneclinicwindowcleaning.com/,paneclinicwindowcleaning.com,,,,,5.0,4,Yes,,,False,Window cleaning,medium,No pages from paneclinicwindowcleaning.com indexed; Google review: 'Got windows cleaned. Looking through clean windows again' / 'I have the cleanest windows that I have ever seen',,Window Cleaning
NO,web-searched,Paneless Home Services,https://panelesshomeservices.com/,panelesshomeservices.com,Dallas,TX,+1 214-662-2300,"2435 Squire Pl Ste 200, Dallas, TX 75234, United States",5.0,358,Yes,,,False,"Deep cleaning: windows, carpet, tile, pressure washing",high,"panelesshomeservices.com 'Dallas Deep Cleaning Service' — 'window cleaning, carpet cleaning, chandelier polishing, and pressure washing'",,Window Cleaning
NO,web-searched,Pegasus Window Washing,http://pegasuswindowwashing.com/,pegasuswindowwashing.com,,,+1 469-439-1749,,5.0,60,Yes,,,False,Window washing,high,pegasuswindowwashing.com/services — 'residential window washing ... commercial window washing ... solar panel washing ... gutter cleaning',,Window Cleaning
NO,web-searched,Picture Perfect Glass | Window Cleaning Dallas,https://pictureperfectglass.com/,pictureperfectglass.com,Dallas,TX,+1 972-798-9455,"2453 Glenda Ln Ste 2, Dallas, TX 75229, United States",5.0,471,Yes,,,False,Window cleaning and exterior cleaning (despite the 'Glass' name),high,"pictureperfectglass.com titled 'Window Cleaning Dallas TX'; /our-services — 'exterior window cleaning, pressure washing, gutter cleaning, and solar panel cleaning'",,Window Cleaning
NO,web-searched,Platinum Shine Window Cleaning,https://www.platinumshinewc.com/,platinumshinewc.com,,,+1 308-660-6473,,5.0,,Yes,,,False,Window and gutter cleaning,high,"platinumshinewc.com — 'window and gutter cleaning, including interior/exterior window cleaning, track and screen cleaning, and stain removal'",,Window Cleaning
NO,web-searched,Pristine Window Cleaning and Gutter Cleaning Dallas,https://dallaspristine.com/,dallaspristine.com,Dallas,TX,+1 682-304-8967,"4514 Cole Ave Suit 633, Dallas, TX 75205, United States",5.0,32,Yes,,,False,"Window cleaning, gutter cleaning, pressure washing",high,"dallaspristine.com/services/driveway-cleaning etc. — 'Dallas window cleaning, gutter cleaning, and pressure washing for estate homes'",,Window Cleaning
