company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
JASB Roofing & Exterior Remodeling,https://www.jasbsolutions.com/?utm_source=omg-gbp&utm_medium=webclick,jasbsolutions.com,+1 512-961-1421,"12325 Hymeadow Dr Ste 1-103, Austin, TX 78750, United States",4.7,117,YES,installs/replaces windows; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"or remodeling services , including custom deck installation, siding installation, and window and door replacement .",site scrape,YES,1,,
Jay's Shower Doors and more,http://jaysshowerdoorsandmore.com/?utm_source=gmb&utm_medium=referral,jaysshowerdoorsandmore.com,+1 561-572-7599,,5,213,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Jb Glass & Aluminum Installation & Services,,,,,4,2,UNRESOLVED,"glass & aluminum installer (General Santos City, PH — probable match)",False,low,Facebook 'JB Glass and Aluminum Services | General Santos City' (facebook.com/Jb.glass19/) — described only as 'offering quality and affordable glass installations and services'. Nothing indexed that ,no usable evidence,NO_WEBSITE,1,,
JB Glass And Aluminum Services,,,,,5,501,YES,"installation of aluminium/glass sliding windows, sliding doors and storefronts",False,low,"Facebook page with the exact name 'JB Glass and Aluminum Services' (General Santos City): 'provides quality and affordable glass installations... they install glass and aluminum products like sliding doors, sliding windows, screen doors, and storefronts'. CAVEAT: the record has no address or phone, ",web search,NO_WEBSITE,1,,
JC GLASS & WINDOWS,https://jcglass-windows.carrd.co/,jcglass-windows.carrd.co,+1 214-531-5904,"5738 Preston View Blvd, Dallas, TX 75240, United States",5,7,YES,window product line; window replacement/installation,False,high,Glass Repair and Window Installation .,site scrape,YES,1,,
JC Painting & Drywall Specialists,https://jcpaintingusa.com/,jcpaintingusa.com,+1 512-883-2999,,5,126,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
JC'S WINDOW TINT & CAR AUDIO,https://www.jcswindowtint.net/,jcswindowtint.net,+1 512-299-7027,"10200 N Lamar Blvd Ste. 202, Austin, TX 78753, United States",4.7,344,NO,vehicle glass only,True,medium,"They did an amazing job on my tint, the only complaint I have it they left my windshield and back glass with a bunch of residue and streaks on it.",site scrape,NO,1,,
JCAB Enterprises - Impact Windows & Doors,https://jcabinc.com/,jcabinc.com,+1 954-288-4798,"700 NE 40th Ct, Oakland Park, FL 33334, United States",4.9,70,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,"Privacy Policy Sitemap Accessibility Statement Impact Window Installation, Miami-Dade, FL | JCAB Enterprises .",site scrape,YES,1,,
JCM Construction And Design,http://jcmconstruction.andersenwindowscertifiedcontractors.com/,jcmconstruction.andersenwindowscertifiedcontractors.com,+1 214-223-9151,"17250 Dallas Pkwy, Dallas, TX 75248, United States",5,507,YES,"Window installation and replacement, plus service and repair of windows - Andersen certified contractor",False,high,"Business listing for JCM Construction and Design, 17250 Dallas Pkwy, (214) 223-9151: 'The company specializes in General Contracting, Windows Installation, and Door Sales/Installation... they service and repair any door or window, especially Andersen windows and doors.' Site is hosted on Andersen's ",web research (earlier pass),UNREACHABLE,1,,
JDM Sliding Door & Window Repair,https://slidingdoorrepairft.com/broward,slidingdoorrepairft.com,+1 954-689-2155,"721 NE 3rd Ave, Fort Lauderdale, FL 33304, United States",4.9,617,YES,commercial storefront glazing; installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,tomatic Door Repair Storefront Door Repair ADA Door Repair Window & Glass Services Impact Window Installation Leaking Door & Window Repair View All Services Locations Florida Miami-Dade County Browar,site scrape,YES,1,,
Jerris Construction,,,+1 972-854-8011,,5,0,UNRESOLVED,General contractor,False,low,"Yelp/Thumbtack confirm Jerris Construction in Irving TX with phone (972) 854-8011, described only as 'a wide variety of general contracting services' and listed under drywall repair. No window service",no usable evidence,NO_WEBSITE,1,,
Jesus Window Tint LLC.,https://jesuswindowtint.com/about-us/,jesuswindowtint.com,+1 512-675-2272,"9530 US-290, Austin, TX 78724, United States",5,6,NO,window tint/film only,False,medium,,name/review keywords,UNREACHABLE,1,,
Jim Connelly Masonry Inc.,https://www.jcmiaustin.com/,jcmiaustin.com,+1 512-288-2368,"7804 Thomas Springs Rd B, Austin, TX 78736, United States",5,10,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Jimmy’s Windshield Repair,,,+1 346-235-3106,"3550 E Overton Rd #1229, Dallas, TX 75216, United States",5,101,NO,"vehicle/automotive business, no glass or window signal",False,medium,,name/review keywords,NO_WEBSITE,1,,
JJ Glass & Mirror LLC,,,+1 214-970-2387,"2426 Merrell Rd Ste 102, Dallas, TX 75229, United States",4.2,5,YES,"glass and window repair/replacement, storefronts, curtain wall, retail store glass",False,high,"jjglassandmirrors.com/services (Dallas Fort Worth Glass Installation and Repair) — 'glass and window repair services, glass door installation, mirror installation, window or screen installation... store fronts, glass railings... curtain wall, shower enclosures, and retail store glass replacement'; l",web search,NO_WEBSITE,1,,
JJ's Window Service,http://www.jjswindowservice.com/,jjswindowservice.com,+1 972-479-1302,"3235 Skylane Dr Apt 115, Carrollton, TX 75006, United States",3.7,59,YES,broken window glass; installs/replaces windows; reglazing; window replacement/installation,False,high,"MESSAGE US TODAY Home About Residential Gallery Contact Search for: Window Replacement & Fogged Glass Repair in Carrollton, TX In Need Of Repair?",site scrape,YES,1,,
JK Glass,,,+1 972-484-8892,"11220 Goodnight Ln, Dallas, TX 75229, United States",4.5,33,YES,Broken glass replacement and windows; also mirrors and shower enclosures,False,medium,"Yellow Pages / chamberofcommerce listing for JK Glass LLC at 11220 Goodnight Ln, Dallas TX 75229 (exact address match), 30 years in business, categories: 'Glass-Broken, Glass-Wholesale & Manufacturers, Mirrors, Shower Doors & Enclosures, Windows-Wholesale & Manufacturers'; also indexed by mywindowma",web search,NO_WEBSITE,1,,
JM Construction Group LLC,https://www.jmconstructiongroupllc.com/,jmconstructiongroupllc.com,+1 815-315-4388,"4915 Auburn St, Rockford, IL 61101, United States",4.6,75,YES,window product line; window replacement/installation; windows & doors,False,high,Call us today to schedule window and door installation services.,site scrape,YES,1,,
jm residential glass,,,+1 214-635-7808,,0,0,UNRESOLVED,unknown,False,low,"No listing found for this business or its 214-635-7808 number. The closest Dallas name match, J&M Glass Company Inc. dba Thermal Windows (8808 Empress Row, 214-630-5885), is a different phone and addr",no usable evidence,NO_WEBSITE,1,,
Jm's Glass and Aluminum Services,,,,,1,302,UNRESOLVED,glass & aluminum shop (likely Philippines),False,low,"Facebook pages exist under near-identical names ('JM Glass and Aluminum Services', facebook.com/61586580923709; 'JM Glass and Aluminum installation services', Baguio City) but no indexed service descr",no usable evidence,NO_WEBSITE,1,,
jman glass,,,,,0,0,UNRESOLVED,unknown,False,low,"No business found under this name in either search; closest results were JM/J&M glass companies in other states and PH 'JM Glass and Aluminum' Facebook pages, none identifiable as this record. No addr",no usable evidence,NO_WEBSITE,1,,
Johnson Energy Solutions,http://www.impact-florida.com/,impact-florida.com,+1 954-214-1217,"4700 Powerline Rd, Oakland Park, FL 33309, United States",1,4656,YES,window product line; window replacement/installation; windows & doors,False,high,"es , which offers 100% Financing with no money out of pocket towards hurricane impact window and door installations.",site scrape,YES,1,,
Jon Wright Industries,https://www.jonwrightroofing.com/,jonwrightroofing.com,+1 972-251-1818,,4.7,38,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,llen Allen roofer | Allen roofing | Allen roof repair | Allen roofing contractor Window Replacements Window Replacement Garland | Window Replacement Plano | Window Replacement Wylie Copyright 2023 - J,site scrape,YES,1,,
Joshhobbs.com Solar Screens,http://www.joshhobbs.com/,joshhobbs.com,+1 512-351-5762,"9603 Saunders Ln B-1A, Austin, TX 78758, United States",5,171,NO,window cleaning; window tint/film; window treatments,False,medium,"istant: High, Does Not Show Dirt Longevity: 20+ Years Washable: Easily with any detergent or pressure washer Durability: Can Not tear (rip) it with your bare hands Pet Resistant: Very Well Popularity",site scrape,NO,1,,
JP Exteriors,https://jpexteriorstx.com/?utm_source=googlebusinessprofile&utm_medium=organic&promo=gbp,jpexteriorstx.com,+1 512-960-3191,"8906 Wall St #201, Austin, TX 78754, United States",4.9,619,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Hardie Siding Siding Replacement Costs Soffits & Fascia Windows Doors Windows & Doors Windows Window Replacement Window Styles Window Installation Cost of Window Replacement Andersen Windows Pella Wi,site scrape,YES,1,,
Jr & Sr Auto Glass,,,+1 972-916-0298,,5,23,NO,Auto glass,False,medium,"Instagram profile @jrandsrautoglass is captioned 'Auto Glass'; two searches surfaced no building-glass work and no other listing for phone 972-916-0298. Nearby similarly named shops (JR's Auto Glass & Replacement Parts, Grand Prairie) are also vehicle-only.",web search,NO_WEBSITE,1,,
Jurassic Windows and more LLC,https://www.facebook.com/profile.php?id=61555207653139,facebook.com,+1 972-351-6397,,5,22,YES,Stocks windows and provides framing and installation services including window and door installations,False,medium,"Oak Cliff Building Materials services page: 'Their extensive inventory includes lumber, sheathing, roofing products, windows, and more. They also provide professional framing and installation services, including window and door installations'; sells 'to contractors, builders and homeowners'",web research (earlier pass),SOCIAL_ONLY,1,,
JUST ROOF GENERAL CONTRACTORS LLC,https://roofremodelingsolution.com/,roofremodelingsolution.com,+1 469-797-6747,"8330 Lyndon B Johnson Fwy Ste 678, Dallas, TX 75243, United States",4.8,77,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
JVR Impact Windows & Doors,https://www.jvrwindows.com/,jvrwindows.com,+1 954-902-4418,"650 NE 44th St, Oakland Park, FL 33334, United States",4.6,211,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,s Picture Windows Project-Out Awning Windows Single-Hung Windows Hurricane Windows Storm Windows Window Repairs Properties Serviced Commercial Properties Condominiums Residential Homes Gallery Reside,site scrape,YES,1,,
K K ATX AUTO GLASS LLC,,,+1 918-886-5009,"4600 Elmont Dr, Austin, TX 78741, United States",5,16,NO,auto glass,False,high,"shieldfinder.com/shops/tx/austin/sf-k-k-atx-auto-glass-llc-austin/ — 'K K ATX AUTO GLASS LLC - Auto Glass Repair in Austin, Texas', offering windshield replacement, chip repair and ADAS recalibration.",web search,NO_WEBSITE,1,,
K n B Door and Glass,,,+1 219-712-7404,,1,0,UNRESOLVED,unknown (door and glass),False,low,"No listing found for this business or its 219-712-7404 number (Indiana area code). Results were different companies: B&K Glass and Door (Waukesha WI) and K&B Door Co. (Las Vegas NV, garage/commercial ",no usable evidence,NO_WEBSITE,1,,
K&J Windows,https://kjwindows.com/,kjwindows.com,+1 602-942-0954,"2331 W Royal Palm Rd Ste L, Phoenix, AZ 85021, United States",4.4,121,YES,"Residential and commercial replacement window and door installation (wood, fiberglass, aluminum, vinyl)",False,high,"kjwindows.com/phoenix-windows/phoenix-window-installation/ — 'top-rated window replacement and installation services in Phoenix, AZ'; 'a trusted provider of residential and commercial window and door services in the Phoenix area for more than two decades'.",web search,UNKNOWN,1,,
K&L Services Group - Austin Cleaning Services,http://klservicegroup.com/,klservicegroup.com,+1 512-786-2296,,5,9,NO,window cleaning,False,medium,"Learn more Painting & Trades Painting, pressure washing, and our vetted network of trade partners — one accountable point of contact.",site scrape,NO,1,,
K&M Steam Cleaning,http://www.kandmsteamcleaning.com/?utm_source=GBP_listing&utm_medium=organic&utm_campaign=listing,kandmsteamcleaning.com,+1 512-648-2473,"2711 Daisy Dr Bldg 1, # 100, Austin, TX 78727, United States",4.7,1999,NO,window cleaning; window treatments,False,medium,"ok Instagram YouTube Twitter LinkedIn Tumblr Pinterest Austin's Best Carpet & Tile Cleaning, Pressure Washing & More Menu Call (512) 866-5599 Carpet Cleaning Rug Cleaning Tile & Grout Cleaning Uphols",site scrape,NO,1,,
Kb Contractors TX LLC,http://www.kbcontractorstx.com/,kbcontractorstx.com,+1 512-294-2027,"2500 S Hwy 183 Unit 130, Austin, TX 78744, United States",4.8,18,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Keenan Window & Door,https://www.keenanwindow.com/,keenanwindow.com,+1 954-563-4900,"4050 NE 5th Terrace, Oakland Park, FL 33334, United States",4.7,82,YES,installs/replaces windows; replacement windows; window product line; window replacement/installation; windows & doors,False,high,s Front Entry Doors Sliding Glass Doors & French Doors Commercial Window & Door Impact Windows Window Replacement Gallery Reviews About Why Choose Us?,site scrape,YES,1,,
Kelley Barnett Interior Design LLC,https://www.kelleybarnett.com/,kelleybarnett.com,+1 210-408-1300,"6804 Covered Bridge Dr, Austin, TX 78736, United States",5,21,NO,window treatments,False,medium,"Acoustics, Lighting, Window coverings Commercial Design Custom Closets, Design and Installation Drapery, Bed coverings, Furnishings, Accessory Placement, Rugs, and much more New Construction Professi",site scrape,NO,1,,
Keron Glass and Aluminum Supply,,,,,5,5,UNRESOLVED,"glass & aluminum supply (Facebook page exists, services not indexed)",False,low,"facebook.com/keronglass/ 'Keron Glass & Aluminum Supply' exists (~2,990 likes) but no service text is indexed; unclear whether it supplies only or also installs. Other results were Kern Glass & Alumin",no usable evidence,NO_WEBSITE,1,,
Kerygma Glass,,,+1 469-223-0458,"11227 Goodnight Ln, Dallas, TX 75229, United States",2.2,9,YES,Commercial and residential windows; commercial storefronts,False,high,"BBB profile 'Kerygma Glass' (category Window Glass), 11227 Goodnight Ln STE 829, Dallas TX 75229 (exact address match): 'provides commercial storefronts, commercial and residential windows, glass shower doors, and mirrors', free estimates, emergency appointments.",web search,NO_WEBSITE,1,,
Kevin's Glass & Roofing,http://kevinsglassandroofing.com/,kevinsglassandroofing.com,+1 512-671-8740,,4.9,85,YES,building glass replacement; window product line; window replacement/installation,False,high,"Whether you need a roof replacement, residential glass , new siding or window replacement, we’re ready and able to serve you.",site scrape,YES,1,,
Key Lime Construction,https://keylimeaustin.com/?utm_source=gbp&utm_medium=website-button,keylimeaustin.com,+1 512-337-3738,,5,33,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Keystone Siding,https://keystonecrestsiding.repair/,keystonecrestsiding.repair,+1 512-710-0623,"1818 Simond Ave, Austin, TX 78723, United States",0,0,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
KGK Home Improvements LLC,,,+1 512-998-3678,,1,0,YES,"fiberglass, steel, vinyl and composite window replacement and installation (also doors, siding, carpentry)",False,high,"kgkhomeimprovements.com/windowreplacement — 'KGK Home Improvements, LLC | Windows | Austin Window Replacements'; site copy: 'specializing in affordable high-quality fiberglass, steel, vinyl, and composite window and door replacements and installations'. Houzz service list includes Window Installatio",web search,NO_WEBSITE,1,,
King's Window Services LLC,https://www.kingswindowservices.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,kingswindowservices.com,+1 817-512-5714,"6515 Smithfield Rd c, North Richland Hills, TX 76182, United States",4.9,166,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,"King's Window Services offers expert window replacement, glass repair, screen replacement & shower glass in North Richland Hills, TX.",site scrape,YES,1,,
Kings Sliding Door,http://arizona.kingsslidingdoorrepair.com/,arizona.kingsslidingdoorrepair.com,+1 888-664-5553,,5,26,YES,pane glazing work,False,medium,"d stack neatly to one side, creating a wide, open living space. Improve the look of your home DOUBLE PANE GLASS STANDARD GLASS TRIPLE GLASS Find Out How New Doors Can Improve Your Home When investing",site scrape,LIKELY,1,,
Kir Remodeling,https://kirremodeling.com/,kirremodeling.com,+1 512-850-4075,"4002 Springwillow Ln, Round Rock, TX 78681, United States",5,16,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Kirk Windows LLC,http://www.kirkwindows.com/,kirkwindows.com,+1 972-977-7292,,4.8,47,YES,installs/replaces windows; replacement windows; window replacement/installation; windows & doors,False,high,"hing well, he decided to narrow the focus of his business to providing the highest quality window replacement service.",site scrape,YES,1,,
Kiss My Glass ATX,,,+1 530-925-2912,,4.4,7,NO,Window cleaning / pressure washing,False,high,"kmgwindows.com / Yelp (category Pressure Washers), phone (530) 925-2912 matches the batch number: 'women-led ... local window cleaning business ... dancing with squeegees for over 10 years'; priced per window/screen/track, plus gutters and pressure washing.",web search,NO_WEBSITE,1,,
KJ&M Glass Works,https://dfwwindowrepairservice.com/contact/,dfwwindowrepairservice.com,+1 214-994-2580,"4022 Altoona Dr, Dallas, TX 75233, United States",4.9,57,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
KobyCo Door & Window,https://www.kobycowindow.com/?utm_campaign=gmb,kobycowindow.com,+1 815-270-5484,"4131 N Perryville Rd, Loves Park, IL 61111, United States",4.7,170,YES,Window and door replacement/installation with their own installation team,False,high,"kobycowindow.com — 'Window & Door Installation Services Rockford, IL'; 'wood and vinyl windows; French and sliding patio doors; fiberglass and steel entry doors'; 'KobyCo is very professional and has their own installation team'.",web search,UNKNOWN,1,,
Krasiva Windows and Doors,https://krasivawindows.com/,krasivawindows.com,+1 602-678-3737,"2432 W Peoria Ave #1186, Phoenix, AZ 85029, United States",4.8,306,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"Window Replacement in Phoenix, AZ | Krasiva Windows & Doors .",site scrape,YES,1,,
Krestmark Industries LP,https://rymap.org/business/krestmark-industries-lp-pnjjdt,rymap.org,+1 214-237-5055,"3950 Bastille Rd #100, Dallas, TX 75212, United States",2.2,70,NO,Vinyl/aluminium window manufacturer (now part of Westlake Royal Windows Solutions),False,high,"'Krestmark Industries is a quality vinyl window manufacturer based in Dallas, Texas. In addition to replacement and new construction vinyl windows, Krestmark also manufactures aluminum windows and patio doors' - 300,000 sf Dallas plant, sold through retailers (Google review references buying them at",web research (earlier pass),SOCIAL_ONLY,1,,
Kstylez Roofing & Construction,https://kstylezrc.com/,kstylezrc.com,+1 512-910-8009,,4.8,85,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
L.J. Neal & Sons,https://bestwindowreplacement.com/,bestwindowreplacement.com,+1 602-661-6852,,4.8,22,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,Window Replacement Arizona | L.,site scrape,YES,1,,
Lake Travis Mobile Glass,,,+1 512-240-9121,"1909 Ranch Rd 620 N #3d, Lakeway, TX 78734, United States",4.5,39,NO,mobile auto glass / windshield replacement,False,high,mobileglassco.com/locations/lakeway 'Windshield Replacement in Lakeway by Lake Travis Mobile Glass'; listing at 1909 Ranch Rd 620 N #3D describes mobile windshield replacement and repair at the customer's home or office. No building glass found.,web search,NO_WEBSITE,1,,
Lake Travis Overhead Doors,https://laketravisgaragedoors.com/,laketravisgaragedoors.com,+1 512-910-3667,,5,336,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Lake Travis Power Washing,http://www.laketravispowerwashing.com/,laketravispowerwashing.com,+1 512-201-0327,"3501 Ranch Rd 620 S, Bee Cave, TX 78738, United States",5,40,NO,window cleaning,False,medium,Power Washing - Lake Travis Power Washing .,site scrape,NO,1,,
Lake Travis Roofing,https://www.laketravisroofing.com/,laketravisroofing.com,+1 512-886-5060,"2802 Flintrock Trace Suite 313, Austin, TX 78738, United States",4.9,57,YES,pane glazing work; window replacement/installation,False,high,ers Custom Chimney Caps Emergency Roof Repair Fascia & Soffit Installation & Repair Door & Window Replacement Service Areas Austin TX Spicewood Bee Cave TX Lakeway TX Recent Projects FAQs Contact X Ge,site scrape,YES,1,,
Lakefront Windows Roofing Siding,,,+1 512-522-6647,,5,11,YES,Windows as one of three exterior lines alongside roofing and siding; no window service page text found,False,low,"Yelp business listing 'LAKEFRONT WINDOWS ROOFING SIDING - Austin, Texas - Siding' (phone 512-522-6647) and an FMCSA/SAFER record for 'LAKEFRONT WINDOWS ROOFING AND SIDING'. Search summary of the Yelp page says they provide roofing, siding and window replacement, but all indexed body text is roofing ",web search,NO_WEBSITE,1,,
Lakeland Glass Inc.,,,+1 630-994-6878,,0,0,UNRESOLVED,"Glass / door business (Rockford, IL)",False,low,"The only listing matching the record's phone (630) 994-6878 is yelp.com/biz/lakeland-glass-rockford, categorized 'Door Sales/Installation', Rockford IL 61109, with no service detail and no reviews ind",no usable evidence,NO_WEBSITE,1,,
Lakeside Roofing Co,https://lakesideroofco.com/,lakesideroofco.com,+1 972-365-1216,,5,31,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Lakeway Blinds & Shutters,http://lakewayblinds.com/,lakewayblinds.com,+1 512-284-8496,,5,25,NO,window treatments,False,medium,Custom Window Treatments | Lakeway Blinds & Shutters .,site scrape,NO,2,+1 254-527-5225,
Lakeway Home & Commercial Services,,,+1 512-434-0481,,0,0,UNRESOLVED,insufficient signal,False,low,"Two searches found no listing for this business name or phone 512-434-0481; results were other Lakeway-area home service firms (ABC Home & Commercial, Powerhouse, window cleaners) with different numbe",no usable evidence,NO_WEBSITE,1,,
Lakeway Roofing,https://lakewayroofing.com/,lakewayroofing.com,+1 512-270-8084,"607 Sunfish St, Lakeway, TX 78734, United States",5,39,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Lakeway Roofing & Water Damage | WDR,https://lakewayroofingandwaterdamage.com/,lakewayroofingandwaterdamage.com,+1 512-566-5512,,5,227,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Lakeway Windows and Doors,https://www.lakewaywindowsanddoors.com/,lakewaywindowsanddoors.com,+1 512-456-3539,,5,0,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,"g Spicewood, TX Lakeway Windows and Doors is your first choice in Spicewood for your windows and doors installation and replacement services.",site scrape,YES,1,,
Lakewood Window Cleaning,https://lakewoodwindowcleaning.com/,lakewoodwindowcleaning.com,+1 214-223-8846,"9105 Westglen Dr, Dallas, TX 75228, United States",4.8,163,NO,window cleaning,False,medium,Lakewood Window Cleaning: Professional Window Cleaning Services in Dallas .,site scrape,NO,1,,
Landmark Building Co.,https://www.landmarkbuildingco.com/,landmarkbuildingco.com,+1 214-727-0201,"13590 Floyd Cir Ste 110, Dallas, TX 75243, United States",5,23,YES,named window styles; pane glazing work; window product line; window replacement/installation; windows & doors,False,high,"Locally owned and operated, we provide premium thermal break aluminum doors and windows with expert installation across Dallas-Fort Worth.",site scrape,YES,1,,
Lara's Installers,,,+1 512-785-3651,,0,0,UNRESOLVED,insufficient signal,False,low,"No listing found for 'Lara's Installers' or the phone 512-785-3651. Several unrelated Texas 'Lara' firms exist (Lara Roofing & Construction Austin, Lara's Services LLC Austin — general construction/re",no usable evidence,NO_WEBSITE,1,,
LaRK Design House,https://larkdesignhouse.com/,larkdesignhouse.com,+1 405-640-7855,,5,15,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Lask Exterior Solutions LLC,https://www.laskexteriorsolutions.com/,laskexteriorsolutions.com,+1 815-964-2220,"530 Windsor Rd, Loves Park, IL 61111, United States",3.6,42,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Latitude Windows,http://www.latitudewindows.com/,latitudewindows.com,+1 954-451-5601,"4816 NE 10th Ave, Oakland Park, FL 33334, United States",4,23,YES,"Impact/hurricane window and door installation, replacement and repair; storefront impact glass",False,high,"latitudewindows.com/impact-windows-and-doors/ — 'installation, replacement, and repair services for residential homes, condominiums, high-rise buildings, and commercial storefront systems'.",web search,UNKNOWN,1,,
Lauderdale Lakes FL Window Pros,,,+1 754-212-9652,,0,0,UNRESOLVED,window in name but service type unconfirmed,False,low,Two searches found no business page for 'Window Pros' in Lauderdale Lakes or the phone 754-212-9652; only unrelated South Florida impact-window companies. The city+trade+'Pros' name pattern is typical,no usable evidence,NO_WEBSITE,1,,
Laurel Haven Homes,http://www.laurelhavenhomes.com/,laurelhavenhomes.com,+1 512-261-4663,"5348 Pedernales Summit Pkwy, Austin, TX 78738, United States",4.6,22,UNRESOLVED,"Luxury custom home builder (new construction, Lake Travis / Austin)",False,low,"laurelhavenhomes.com — 'award-winning custom home builder'; new home construction, custom homes, some remodeling. A directory profile notes they are 'an authorized builder for Andersen Windows & Doors",no usable evidence,UNKNOWN,1,,
Lava Auto Glass,https://www.lavaautoglass.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16940981642018246518,lavaautoglass.com,+1 214-436-1325,,4.9,120,NO,vehicle glass,True,medium,Home | Lava Auto Glass | Dallas .,site scrape,NO,1,,
Layne Home Improvement Specialists LLC,https://www.laynepropertysolutions.com/,laynepropertysolutions.com,+1 512-775-1090,,0,0,NO,handyman and cleaning services,False,medium,'Layne Home Improvement Specialists LLC ... trading names Layne Home Improvement Specialists LLC and Layne Property Solutions ... provides handyman and cleaning solutions for residential and commercial property needs ... over 15 years of experience in commercial and house cleaning services.' No wind,web search,UNREACHABLE,1,,
Lazarus Remodel,https://lazarusremodel.com/,lazarusremodel.com,+1 512-550-5518,"3800 Bliss Spillar Rd, Manchaca, TX 78652, United States",5,17,YES,Installing new windows (listed exterior service),False,high,"lazarusremodel.com — exterior work includes 'installing new windows, exterior painting, fencing, decks, and roofing on the exterior'.",web search,UNKNOWN,1,,
Lazy Dog Window Washing,http://lazydogwindows.com/,lazydogwindows.com,+1 972-900-5817,,5,19,NO,window cleaning,False,medium,Commercial & Post-Construction Window Cleaning.,site scrape,NO,1,,
Le Mans Window Services,,,+1 615-601-2599,,5,8,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found no listing for this company or the phone 615-601-2599 anywhere in the Nashville/Tennessee results. No evidence whether they install, repair or merely clean windows; not inferring fr",no usable evidence,NO_WEBSITE,1,,
Legacy Crown Exteriors LLC,http://www.legacycrownexteriors.com/,legacycrownexteriors.com,+1 903-312-4574,,5,18,YES,Window installation as a listed service of the general contractor,False,high,"BBB profile / legacycrownexteriors.com service list: ""...fencing, decking, pool enclosures, patio enclosures, siding installation and window installation"".",web research (earlier pass),UNREACHABLE,1,,
Legacy DCS,http://www.legacydcs.com/,legacydcs.com,+1 512-726-0500,,4,21,NO,custom / luxury home builder (Legacy Design and Construction Services),False,medium,"'Legacy Design and Construction Services, LLC, founded in 2008 ... custom home building, luxury home building, real estate, construction, green building, design, community projects, housing developments, and energy efficient homes.' A homebuilder — no window installation or replacement offered as a ",web search,UNREACHABLE,1,,
Legacy Exteriors,https://www.legacyexteriors.com/,legacyexteriors.com,+1 817-751-4460,"8801 Davis Blvd Ste 2E, Keller, TX 76248, United States",4.9,63,YES,installs/replaces windows; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,Window Replacement DFW: Upgrade Your Old Drafty Windows!,site scrape,YES,1,,
Legacy Glass & Mirror,,,+1 512-717-2576,,4,4,YES,Window installation alongside glass/mirror and shower door work,False,medium,"Yahoo Local + BBB (Legacy Glass and Mirror LLC, 130 Ralph Ablanedo Dr, Austin), phone (512) 717-2576 matches: services listed as 'glass & mirror shop, shower door shop, and window installation services'. Own site legacyglassandmirror.com is shower-door led.",web search,NO_WEBSITE,1,,
Legacy Windows LLC,https://thelegacywindows.com/,thelegacywindows.com,+1 480-448-2098,"3106 W Thomas Rd #1107, Phoenix, AZ 85017, United States",4.1,37,YES,installs/replaces windows; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,50% OFF When You Purchase 10 Windows or More! Get free Qoute (801) 335-6058 Home Services Window Replacement New Window Installation Custom Windows & Doors Energy-Efficient Windows Professional Insta,site scrape,YES,1,,
LFM Construction & Remodeling,https://lfmremodeling.com/go/gbp-austin,lfmremodeling.com,+1 512-277-6108,"2307 Thornton Rd #103, Austin, TX 78704, United States",4.9,194,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
