company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
Best Buy Windows and Siding Yes,https://www.bestbuywindowsandsiding.com/,bestbuywindowsandsiding.com,Richardson,TX,+1 469-946-3697,"1800 N Glenville Dr #102, Richardson, TX 75081, United States",4.4,375,YES,"Custom replacement window installation - vinyl, double/triple-pane, sliding, picture, casement, specialty",high,verified last run (web search)
Ramos Windows Yes,http://ramoswindows.com/,ramoswindows.com,Dallas,TX,+1 469-235-4392,"1807 Joan Dr, Dallas, TX 75217, United States",5,6,YES,"Window installation and replacement, retrofit windows, fogged/damaged glass replacement, solar screens",high,verified last run (web search)
CountyLine Glass Yes,http://www.countylineglass.com/,countylineglass.com,Irving,TX,+1 972-438-5719,"1819 Peters Rd #3, Irving, TX 75061, United States",4.2,13,YES,"Window glass replacement, double pane / insulated glass units, storefront glass, plus shower doors and mirrors",high,verified last run (web search)
Grey & White Solutions Yes,http://greywhitewd.com/,greywhitewd.com,Lauderhill,FL,+1 954-900-2071,"1848 NW 38th Ave, Lauderhill, FL 33311, United States",5,32,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Broward Impact Window & Door Yes,https://www.browardimpact.com/?utm_source=google&utm_medium=maps&utm_campaign=gmb,browardimpact.com,Dania Beach,FL,+1 954-922-0606,"1954 Tigertail Blvd, Dania Beach, FL 33004, United States",4.6,246,YES,name states window installation/replacement/doors,high,name + review keyword filter
Glass Doctor of Dallas Metroplex Yes,https://glassdoctor.com/dallas?cid=LSTL_MGD000191&utm_source=gmb&utm_campaign=local&utm_medium=organic,glassdoctor.com,Carrollton,TX,+1 972-437-8244,"2001 Midway Rd #121, Carrollton, TX 75006, United States",4.7,2942,YES,review explicitly describes window install/replacement,high,name + review keyword filter
EcoView Windows & Doors Yes,https://www.ecoviewdfw.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=grand-prarie-office,ecoviewdfw.com,Grand Prairie,TX,+1 972-247-2949,"2003 108th St #303, Grand Prairie, TX 75050, United States",4.9,348,YES,Energy Star replacement window units plus installation; also doors and siding,high,verified last run (web search)
Buckley Window Corporation Yes,https://www.buckleywindow.com/,buckleywindow.com,Oakland Park,FL,+1 954-396-4211,"201 NE 32nd St, Oakland Park, FL 33334, United States",4.7,172,YES,window in name + review describes window work,high,name + review keyword filter
Ace Handyman Services West Austin Yes,https://www.acehandymanservices.com/offices/west-austin?utm_source=google&utm_medium=gbp,acehandymanservices.com,Lakeway,TX,+1 512-366-3142,"201 Ranch Rd 620 S A, Lakeway, TX 78734, United States",4.9,501,YES,Window replacements and adjustments listed under installation services,medium,verified last run (web search)
Windowmere Windows and Doors Yes,https://windormere-windows-doors.com/,windormere-windows-doors.com,Rockwall,TX,+1 214-695-1335,"202 N West St A, Rockwall, TX 75087, United States",5,59,YES,New window installation and premium vinyl window replacement; exterior door installation/replacement,high,verified last run (web search)
Window Replacement Yes,https://dallas-windows-doors.com/contact/,dallas-windows-doors.com,Dallas,TX,+1 972-640-7918,"2021 Cockrell Ave, Dallas, TX 75215, United States",5,503,YES,"Window installation and window replacement, plus door installation and replacement",high,verified last run (web search)
Vantage Windows LLC Yes,https://thevantagewindows.com/,thevantagewindows.com,Farmers Branch,TX,+1 469-283-6744,"2100 Valley View Ln #301, Farmers Branch, TX 75234, United States",4.6,93,YES,"Residential window replacement, installation and repair; custom vinyl windows; authorized Alside dealer; also doors",high,verified last run (web search)
Modern Resolution Windows & Doors Yes,https://www.modernresolution.com/,modernresolution.com,Tempe,AZ,+1 480-665-5732,"2105 S Hardy Dr #9, Tempe, AZ 85282, United States",4.9,162,YES,name states window installation/replacement/doors,high,name + review keyword filter
Everlasting Window & Door Yes,https://everlastingwindow.com/,everlastingwindow.com,Phoenix,AZ,+1 623-544-7128,"21602 N 3rd Ave, Phoenix, AZ 85027, United States",4.5,239,YES,name states window installation/replacement/doors,high,name + review keyword filter
Oak Cliff Mirror & Glass Company Yes,http://glassnajiffy.com/,glassnajiffy.com,Dallas,TX,+1 214-747-4875,"2202 N Beckley Ave, Dallas, TX 75208, United States",3.9,91,YES,Installs glass windowalls/curtainwalls and aluminum storefronts; cut-to-size glass,high,verified last run (web search)
Empire Home Pros Yes,https://empirehomepros.com/?utm_source=omg-gbp&utm_medium=webclick,empirehomepros.com,Oakland Park,FL,+1 954-368-1415,"221 NE 44th St, Oakland Park, FL 33334, United States",4.9,196,YES,review explicitly describes window install/replacement,high,name + review keyword filter
FoggyGlassFix Yes,,,Garland,TX,+1 214-771-5267,"2212 Stanford St, Garland, TX 75041, United States",3.3,3,YES,review explicitly describes window install/replacement,high,name + review keyword filter
True View Windows & Glass Yes,https://www.trueviewglass.com/,trueviewglass.com,Phoenix,AZ,+1 602-431-8783,"2222 E Jones Ave, Phoenix, AZ 85040, United States",4.6,797,YES,window in name + review describes window work,high,name + review keyword filter
Skylight Solutions Yes,https://www.skylightsolutions.com/,skylightsolutions.com,Dallas,TX,+1 972-263-6033,"2276 Larson Ln, Dallas, TX 75229, United States",4.9,73,YES,"Skylight and roof-window installation, replacement and repair (VELUX), plus sun tunnels/solar tubes — roof glazing only, no vertical/wall window replacement found",low,verified last run (web search)
BC Roofing Siding & Windows Yes,http://www.bcroof.com/,bcroof.com,Farmers Branch,TX,+1 972-306-0215,"2300 Valley View Ln #107, Farmers Branch, TX 75234, United States",4.7,36,YES,Energy-efficient vinyl replacement windows (Burris) sold and installed alongside roofing and siding,high,verified last run (web search)
Old Soul Windows & Doors Yes,https://oldsoultx.com/,oldsoultx.com,Lakeway,TX,+1 512-788-5093,"2303 Ranch Rd 620 S, Lakeway, TX 78734, United States",5,37,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Zone Yes,https://windowzonedfw.com/,windowzonedfw.com,Farmers Branch,TX,+1 469-557-6333,"2309 Springlake Rd #630, Farmers Branch, TX 75234, United States",4.9,40,YES,"Custom-manufactured replacement windows (double-hung, casement etc.) installed by certified crews",high,verified last run (web search)
Krasiva Windows and Doors Yes,https://krasivawindows.com/,krasivawindows.com,Phoenix,AZ,+1 602-678-3737,"2432 W Peoria Ave #1186, Phoenix, AZ 85029, United States",4.8,306,YES,name states window installation/replacement/doors,high,name + review keyword filter
Sliding Doors Pro – Sliding Door & Window Repair Yes,https://slidingdoorsrepairpro.com/,slidingdoorsrepairpro.com,Fort Lauderdale,FL,+1 888-818-1628,"2490 Griffin Rd, Fort Lauderdale, FL 33312, United States",4.8,643,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window World of Phoenix Yes,http://www.windowworldphoenix.com/,windowworldphoenix.com,Phoenix,AZ,+1 602-962-5164,"2530 W Holly St, Phoenix, AZ 85009, United States",4.1,279,YES,name states window installation/replacement/doors,high,name + review keyword filter
East Blue Windows & Doors Yes,http://www.eastbluewindowsdoors.com/,eastbluewindowsdoors.com,Fort Lauderdale,FL,+1 754-244-5037,"2548 NW 9th Ct, Fort Lauderdale, FL 33311, United States",5,73,YES,name states window installation/replacement/doors,high,name + review keyword filter
Vertex Roofers and General Contractors Yes,https://vertexroofers.com/,vertexroofers.com,Dallas,TX,+1 214-206-5123,"2550 Pacific Ave Ste 844, Dallas, TX 75226, United States",4.9,76,YES,Window replacement listed among their general contracting/storm restoration services,medium,verified last run (web search)
Desert King Windows Yes,http://www.desertkingwindows.com/?utm_campaign=gmb,desertkingwindows.com,Phoenix,AZ,+1 480-613-9943,"2615 S 21st St, Phoenix, AZ 85034, United States",4.8,702,YES,window in name + review describes window work,high,name + review keyword filter
Doc Window Installation Yes,,,Pflugerville,TX,+1 737-391-0324,"2700 W Pecan St Unit 121, Pflugerville, TX 78660, United States",5,4,YES,name states window installation/replacement/doors,high,name + review keyword filter
Express Glass & Board Up Sliding Glass Door & Window Repair Yes,https://expressglassfl.com/,expressglassfl.com,Fort Lauderdale,FL,+1 954-707-6443,"2701 W Oakland Park Blvd Ste 225C, Fort Lauderdale, FL 33311, United States",4.3,55,YES,name states window installation/replacement/doors,high,name + review keyword filter
TruView Windows and Doors Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dY_AYZz7el6DX4XbwGzhqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.48436&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 945-382-4402,"2703 Chalk Hill Rd, Dallas, TX 75212, United States",,,YES,name states window installation/replacement/doors,high,name + review keyword filter
Designer Door and Window Yes,http://www.designerdw.com/,designerdw.com,Carrollton,TX,+1 972-424-0031,"2707 Realty Rd #310, Carrollton, TX 75006, United States",4.9,140,YES,"Design, build and installation of energy-efficient windows (Anlin dealer) plus exterior doors",high,verified last run (web search)
AC Glass and Mirror Yes,http://www.acglass.biz/,acglass.biz,Dallas,TX,+1 214-604-3394,"2708 Reynolds Ave, Dallas, TX 75232, United States",3.3,7,YES,"Window glass replacement, single and double pane, same/next-day",high,verified last run (web search)
VISION IMPACT WINDOWS & DOORS Yes,https://www.visionimpactwindowsanddoors.com/,visionimpactwindowsanddoors.com,Fort Lauderdale,FL,+1 754-290-0123,"271 SW 33rd Ct #6, Fort Lauderdale, FL 33315, United States",0,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
DAR Roofing General Contractors Yes,http://www.darroofinggc.com/,darroofinggc.com,Farmers Branch,TX,+1 315-836-4542,"2727 Lyndon B Johnson Fwy Ste 785, Farmers Branch, TX 75234, United States",4.9,122,YES,Window replacement and repair offered among general contracting services,high,verified last run (web search)
G's Audio ATX Yes,https://www.facebook.com/GsAudioatx,facebook.com,Del Valle,TX,+1 512-919-6639,"2825 E Hwy 71, Del Valle, TX 78617, United States",4.2,100,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
Window Depot Dallas /Plano Yes,https://windowdepotdallas.com/,windowdepotdallas.com,Plano,TX,+1 214-399-9592,"2828 W Parker Rd Ste 203B, Plano, TX 75075, United States",4.9,38,YES,Replacement windows with in-house certified installation; siding and entry/patio doors,high,verified last run (web search)
Trustmark Exteriors Yes,https://www.trustmarkexteriors.com/?utm_source=google&utm_medium=gbp,trustmarkexteriors.com,Fort Worth,TX,+1 817-859-8369,"2832 SE Loop 820, Fort Worth, TX 76140, United States",5,14,YES,Window installation and window repair,high,verified last run (web search)
NT Window Inc. Yes,http://www.ntwindow.com/,ntwindow.com,Fort Worth,TX,+1 800-969-8830,"2900 W Seminary Dr, Fort Worth, TX 76133, United States",4.5,144,YES,Manufactures custom vinyl and aluminum windows for replacement and new construction; installation crews replace whole-home window sets,medium,verified last run (web search)
Integrity Window Replacement Austin Yes,,,Austin,TX,+1 512-737-2975,"2901 Medical Arts St Ste.108, Austin, TX 78705, United States",5,2,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Nation Dallas Yes,https://www.windownation.com/locations/texas/grand-prairie?utm_code=CMP-08802-Y8W8G&utm_source=google&utm_medium=organic&utm_content=GMB_showroom,windownation.com,Grand Prairie,TX,+1 972-332-5412,"2940 N Hwy 360 #300, Grand Prairie, TX 75050, United States",4.7,1057,YES,Replacement windows and doors with professional installation; national installer with Grand Prairie showroom,high,verified last run (web search)
Florida Impactpro Windows and Doors LLC Yes,https://floridaimpactpro.com/,floridaimpactpro.com,Fort Lauderdale,FL,+1 954-758-9465,"2974 Griffin Rd Ste 5, Fort Lauderdale, FL 33312, United States",4.8,59,YES,name states window installation/replacement/doors,high,name + review keyword filter
Home Window Guy Yes,https://adamsexteriors.com/,adamsexteriors.com,Dallas,TX,+1 214-349-7283,"3010 Lyndon B Johnson Fwy, Dallas, TX 75234, United States",4.3,12,YES,"Energy-efficient vinyl replacement window supply and installation (Pella, Andersen, Simonton, Alside, Don Young); also siding and roofing",high,verified last run (web search)
Clear Innovations Yes,https://clear-innovate.com/,clear-innovate.com,Leander,TX,+1 512-337-7272,"304 Hazelwood St #1, Leander, TX 78641, United States",5,14,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Legacy Windows LLC Yes,https://thelegacywindows.com/,thelegacywindows.com,Phoenix,AZ,+1 480-448-2098,"3106 W Thomas Rd #1107, Phoenix, AZ 85017, United States",4.1,37,YES,window in name + review describes window work,high,name + review keyword filter
Dave Windows & Doors Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=39MPlfD8oeTktvugffDu_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.97153&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Fort Lauderdale,FL,+1 786-947-5050,"3107 Stirling Rd #205, Fort Lauderdale, FL 33312, United States",,,YES,name states window installation/replacement/doors,high,name + review keyword filter
WindowWall of Ft. Lauderdale Yes,https://windowwallfl.com/,windowwallfl.com,Fort Lauderdale,FL,+1 954-945-8212,"3150 Prospect Rd Ste 350, Fort Lauderdale, FL 33309, United States",4.9,72,YES,window in name + review describes window work,high,name + review keyword filter
South Florida Windows & Doors Yes,http://myflwindows.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_pompano_beach_fl,myflwindows.com,Pompano Beach,FL,+1 954-957-9763,"3195 N Powerline Rd Ste 112, Pompano Beach, FL 33069, United States",4.7,152,YES,name states window installation/replacement/doors,high,name + review keyword filter
Crystalia Glass Yes,https://crystaliaglass.com/,crystaliaglass.com,Farmers Branch,TX,+1 718-690-0258,"3214 Belt Line Rd Suite 458, Farmers Branch, TX 75234, United States",4.9,94,YES,"Double glazing, glass installation, curtain walls and storefronts — designed and installed",high,verified last run (web search)
The Window Source of DFW Yes,https://www.windowsourcedfw.com/,windowsourcedfw.com,Carrollton,TX,+1 469-655-9148,"3216 Commander Dr Ste 101, Carrollton, TX 75006, United States",5,153,YES,"Custom-fit, locally manufactured replacement windows plus exterior and sliding door replacement",high,verified last run (web search)
Vista Windows and Doors Yes,https://www.vistawindowsaz.com/,vistawindowsaz.com,Chandler,AZ,+1 480-744-2884,"3225 N Arizona Ave Ste C13, Chandler, AZ 85225, United States",5,51,YES,name states window installation/replacement/doors,high,name + review keyword filter
JJ's Window Service Yes,http://www.jjswindowservice.com/,jjswindowservice.com,Carrollton,TX,+1 972-479-1302,"3235 Skylane Dr Apt 115, Carrollton, TX 75006, United States",3.7,59,YES,"Window replacement and fogged/failed insulated glass repair (broken glass, moisture between panes, broken seals)",high,verified last run (web search)
Factory Direct Windows Yes,https://www.factorydirectwindows.com/,factorydirectwindows.com,Chandler,AZ,+1 602-703-0131,"331 E Chilton Dr, Chandler, AZ 85225, United States",5,60,YES,window in name + review describes window work,high,name + review keyword filter
ASP Windows and Doors Yes,https://www.aspwindows.com/contact/doral-florida?utm_campaign=gmb,aspwindows.com,Doral,FL,+1 786-751-5389,"3400 NW 114th Ave, Doral, FL 33178, United States",4.8,945,YES,name states window installation/replacement/doors,high,name + review keyword filter
Prime Window Solutions Yes,https://primeshuttersllc.com/,primeshuttersllc.com,Plano,TX,+1 469-457-4049,"3400 Silverstone Dr Ste 174, Plano, TX 75023, United States",5,110,YES,window in name + review describes window work,high,name + review keyword filter
Sawgrass Windows and Doors Yes,http://sawgrasswindows.net/,sawgrasswindows.net,Lauderhill,FL,+1 954-742-7455,"3430 NW 16th St Bay 12, Lauderhill, FL 33311, United States",4.5,40,YES,name states window installation/replacement/doors,high,name + review keyword filter
Gold Coast Windows and Doors Inc. Yes,http://www.goldcoastwindows.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,goldcoastwindows.com,Lauderdale Lakes,FL,+1 954-714-6800,"3517 NW 19th St, Lauderdale Lakes, FL 33311, United States",4.6,19,YES,name states window installation/replacement/doors,high,name + review keyword filter
Reece Windows & Doors Yes,https://reecewindows.com/fort-lauderdale/,reecewindows.com,Fort Lauderdale,FL,+1 866-717-8582,"3590 NW 54th St, Fort Lauderdale, FL 33309, United States",4.5,248,YES,name states window installation/replacement/doors,high,name + review keyword filter
Grand Openings Luxury Windows & Doors - Dallas Yes,http://www.grandopenings.com/,grandopenings.com,Dallas,TX,+1 214-956-7700,"3605 Inwood Rd, Dallas, TX 75209, United States",2.9,18,YES,"Custom/luxury window and door sales to homeowners, builders and architects (Kolbe, Marvin, Quaker, Western, LaCantina); showroom + field service on installed windows",medium,verified last run (web search)
Wyndoorco Yes,https://wyndoorco.com/,wyndoorco.com,Dallas,TX,+1 972-922-3578,"3626 N Hall St Ste 610, Dallas, TX 75219, United States",5,18,YES,"New and retrofit window installation (remove/replace), doors, moving glass walls",high,verified last run (web search)
The Window Source of Miami Yes,https://windowsourcemiami.com/?utm_campaign=gmb,windowsourcemiami.com,Lauderhill,FL,+1 754-254-0150,"3708 NW 16th St, Lauderhill, FL 33311, United States",5,28,YES,name states window installation/replacement/doors,high,name + review keyword filter
VZ auto glass Yes,https://www.facebook.com/share/1BuZmxvmHM/,facebook.com,Balch Springs,TX,+1 469-279-6262,"3717 Woodbury Rd, Balch Springs, TX 75180, United States",5,150,YES,Stocks windows and provides framing and installation services including window and door installations,medium,verified last run (web search)
Window Nation Austin Yes,https://www.windownation.com/locations/texas/san-marcos?utm_code=CMP-08802-Y8W8G&utm_source=google&utm_medium=organic&utm_content=GMB_showroom,windownation.com,Pflugerville,TX,+1 512-360-0899,"3813A Helios Way, Pflugerville, TX 78660, United States",4.6,168,YES,Replacement windows and doors with professional installation; national installer with Grand Prairie showroom,high,verified last run (web search)
Panoramic Doors - Austin Yes,https://panoramicdoors.com/showrooms/austin-tx/,panoramicdoors.com,Austin,TX,+1 210-239-7576,"3913 Todd Ln Ste 303, Austin, TX 78744, United States",3.8,6,YES,"Manufactures and sells panoramic wide-panel windows and glass wall systems for homes and businesses, sold direct to end customers",medium,verified last run (web search)
Noble Windows and Doors Yes,https://noblewindowsanddoors.com/window-installation-phoenix-arizona/,noblewindowsanddoors.com,Phoenix,AZ,+1 623-810-3460,"4001 E Broadway Rd Unit B-11, Phoenix, AZ 85040, United States",5,118,YES,name states window installation/replacement/doors,high,name + review keyword filter
Universal Door Repair Yes,https://universaldoorrepair.co/,universaldoorrepair.co,Dallas,TX,+1 214-529-3594,"4001 N Westmoreland Rd, Dallas, TX 75212, United States",5,0,YES,Aluminum & glass storefront repair and glass replacement on commercial buildings,medium,verified last run (web search)
Highline Building Supplies | Windows | Doors | Flooring | Roofing | Kitchen | Builders Source | Commercial Doors | Trims Yes,https://www.highlinesupplies.com/?utm_source=google&utm_medium=gbp&utm_campaign=business_profile,highlinesupplies.com,Garland,TX,+1 214-718-0488,"4002 W Miller Rd STE# 100 & 120, Garland, TX 75041, United States",4.9,871,YES,"Supplies and installs windows (interior/exterior commercial doors and windows) for builders, contractors and homeowners",high,verified last run (web search)
KJ&M Glass Works Yes,https://dfwwindowrepairservice.com/contact/,dfwwindowrepairservice.com,Dallas,TX,+1 214-994-2580,"4022 Altoona Dr, Dallas, TX 75233, United States",4.9,57,YES,"Window glass repair and replacement — single and double pane insulated glass, low-E, tempered; full window replacement; also insect/solar screens",high,verified last run (web search)
MIW Roofing Yes,https://miwroofing.com/,miwroofing.com,Oakland Park,FL,+1 954-634-3838,"404 NE 38th St, Oakland Park, FL 33334, United States",5,404,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Keenan Window & Door Yes,https://www.keenanwindow.com/,keenanwindow.com,Oakland Park,FL,+1 954-563-4900,"4050 NE 5th Terrace, Oakland Park, FL 33334, United States",4.7,82,YES,name states window installation/replacement/doors,high,name + review keyword filter
Fonte Windows And Doors Yes,http://fonteimpactwindows.com/,fonteimpactwindows.com,Oakland Park,FL,+1 954-900-2344,"4076 NE 8th Ave, Oakland Park, FL 33334, United States",4.9,74,YES,name states window installation/replacement/doors,high,name + review keyword filter
Adams Exteriors Yes,http://www.adamsexteriors.com/homewindowguy/,adamsexteriors.com,Dallas,TX,+1 214-349-7283,"410 S Willomet Ave, Dallas, TX 75208, United States",5,2,YES,"Energy-efficient vinyl replacement window supply and installation (Pella, Andersen, Simonton, Alside, Don Young); also siding and roofing",high,verified last run (web search)
BUENAVISTA WINDOWS Yes,https://www.buenavistawindows.net/,buenavistawindows.net,Dallas,TX,+1 469-805-8098,"4215 McEwen Rd, Dallas, TX 75244, United States",4.9,8,YES,window in name + review describes window work,high,name + review keyword filter
Binswanger Glass Yes,https://www.binswangerglass.com/branch/dallas-tx-4222-harry-hines-blvd/,binswangerglass.com,Dallas,TX,+1 214-520-6583,"4222 Harry Hines Blvd, Dallas, TX 75219, United States",3.9,87,YES,"Residential window glass repair and replacement incl. foggy insulated-glass (IG) units; commercial storefronts, curtain wall, entrance systems and glass partitions",high,verified last run (web search)
Performance Windows Dallas Yes,http://goperformancewindows.com/,goperformancewindows.com,Irving,TX,+1 817-803-5965,"4225 Wingren Dr Ste 215, Irving, TX 75062, United States",4.8,300,YES,Residential replacement window installation,high,verified last run (web search)
Vico Windows Inc Yes,http://www.vicowindows.com/,vicowindows.com,Oakland Park,FL,+1 954-563-5686,"4275 NE 6th Ave, Oakland Park, FL 33334, United States",4.3,61,YES,window in name + review describes window work,high,name + review keyword filter
Pella Window and Door Office/Warehouse of Rockford Yes,https://www.pella.com/locations/chicago/?utm_source=organic&utm_medium=web&utm_campaign=gbp,pella.com,Rockford,IL,,"4301 11th St, Rockford, IL 61109, United States",4.6,728,YES,Replacement window and door sales and installation,high,verified last run (web search)
Silverback Windows Yes,https://www.silverbackwindows.com/,silverbackwindows.com,Dallas,TX,+1 469-388-5175,"4329 McKinney Ave #19, Dallas, TX 75205, United States",5,48,YES,Replacement windows (aluminum and vinyl) and doors,high,verified last run (web search)
Amazing Exteriors Yes,http://amazingexteriors.com/locations/dallas/,amazingexteriors.com,Farmers Branch,TX,+1 817-761-4113,"4343 Sigma Rd Suite 100, Farmers Branch, TX 75244, United States",4.6,244,YES,"Replacement windows (Marvin dealer/installer), entry doors, siding",high,verified last run (web search)
WindowCraft Inc Yes,https://www.windowcraft.biz/,windowcraft.biz,Dallas,TX,+1 214-358-7110,"4412 W Lovers Ln, Dallas, TX 75209, United States",4.5,10,YES,"Custom wood, metal and vinyl windows and doors for new construction or replacement (Loewen dealer)",high,verified last run (web search)
Window Depot USA of Dallas Yes,https://windowdepotdallas.com/,windowdepotdallas.com,Irving,TX,+1 214-399-9592,"4425 W Airport Fwy Ste 119, Irving, TX 75062, United States",4.8,205,YES,Replacement windows with in-house certified installation; siding and entry/patio doors,high,verified last run (web search)
Builders FirstSource Yes,https://www.bldr.com/contact/request-quote?utm_source=yext&utm_medium=listing&utm_campaign=requestquote&utm_content=AUSTTXYD,bldr.com,Austin,TX,+1 512-444-3172,"4501 Burleson Rd, Austin, TX 78744, United States",2.9,104,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Maverick Windows Yes,http://www.maverickwindows.com/,maverickwindows.com,Addison,TX,+1 214-302-8541,"4552 Beltway Dr, Addison, TX 75001, United States",4.8,820,YES,"Energy-efficient replacement window installation (custom-made to existing openings), plus door replacement and siding",high,verified last run (web search)
Vista Windows & Doors Yes,http://www.vistawd.com/,vistawd.com,Sunset Valley,TX,+1 512-927-9011,"4715 S Lamar Blvd #101B, Sunset Valley, TX 78745, United States",3.6,10,YES,name states window installation/replacement/doors,high,name + review keyword filter
New View Roofing Yes,https://newviewroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,newviewroofing.com,Dallas,TX,+1 469-966-1196,"4722 Gaston Ave, Dallas, TX 75246, United States",4.9,698,YES,"New window installation and window replacement/repair for homes; part of their exterior renovation offering (painting, siding, windows, fencing)",high,verified last run (web search)
Mid Cities Auto Glass Yes,https://midcitiesautoglass.com/auto-glass/,midcitiesautoglass.com,Dallas,TX,+1 210-401-1110,"4755 Algiers St, Dallas, TX 75207, United States",4.8,5,YES,"Glass repair and replacement for residential and commercial windows and doors, alongside their auto glass work (same company/domain as ID 188, different Dallas location)",medium,verified last run (web search)
All Window & Door Repairs Inc Yes,https://impactshieldwindows.com/?utm_source=omg-gbp&utm_medium=webclick,impactshieldwindows.com,Oakland Park,FL,+1 954-400-1736,"4768 NE 12th Ave, Oakland Park, FL 33334, United States",4.8,421,YES,name states window installation/replacement/doors,high,name + review keyword filter
Glasshouse Yes,http://glasshouseproducts.com/?utm_source=google&utm_medium=Yext,glasshouseproducts.com,Dallas,TX,+1 214-761-1100,"4811 Lakawana St, Dallas, TX 75247, United States",4.3,6,YES,Produces and installs custom windows and storefront glass,high,verified last run (web search)
Gatsby Glass of East Dallas Yes,https://www.gatsbyglass.com/east-dallas-tx/,gatsbyglass.com,Dallas,TX,+1 972-430-4390,"4845 Vicksburg St ste 100a, Dallas, TX 75207, United States",5,14,YES,"Residential glass repair and window replacement (incl. foggy/failed units), plus commercial glass and shower/mirror work",high,verified last run (web search)
All Impact Renovations Windows & Doors Yes,https://www.allimpactrenovations.com/,allimpactrenovations.com,Oakland Park,FL,+1 954-655-1527,"4866 NE 12th Ave, Oakland Park, FL 33334, United States",4.9,41,YES,name states window installation/replacement/doors,high,name + review keyword filter
Energy Window Solutions Yes,https://energywindowsolutions.com/,energywindowsolutions.com,Mabank,TX,+1 972-746-8195,"5000 Esquire Estates Rd, Mabank, TX 75156, United States",4.9,105,YES,"Custom window manufacture plus window installation and replacement; also siding, gutters, doors",high,verified last run (web search)
ProTex Remodeling Windows - Doors - Siding Yes,https://www.protexremodeling.com/,protexremodeling.com,Burleson,TX,+1 817-422-0552,"5001 FM1187 Ste 150, Burleson, TX 76028, United States",5,150,YES,"Replacement window installation, custom and egress windows, solar tubes; also doors and siding",high,verified last run (web search)
Avana Windows & Doors Yes,https://www.avanawindows.com/,avanawindows.com,Fort Lauderdale,FL,+1 954-902-7815,"515 E Las Olas Blvd Suite 120, Fort Lauderdale, FL 33301, United States",4.9,11,YES,name states window installation/replacement/doors,high,name + review keyword filter
Rockford Siding and Windows LLC Yes,http://rockford-siding.com/,rockford-siding.com,Loves Park,IL,+1 815-214-9390,"5441 Forest Hills Ct, Loves Park, IL 61111, United States",4.4,83,YES,window in name + review describes window work,high,name + review keyword filter
Windows of Austin Yes,https://windowsofaustin.com/,windowsofaustin.com,Austin,TX,+1 512-954-2100,"5524 Bee Caves Rd Ste B-3, Austin, TX 78746, United States",5,3,YES,window in name + review describes window work,high,name + review keyword filter
Reformed Roofing & Contracting Yes,http://www.reformed-roofing.com/,reformed-roofing.com,Dallas,TX,+1 972-946-1775,"5639 Dyer St Ste 200, Dallas, TX 75206, United States",5,73,YES,Energy-efficient window and door replacement,high,verified last run (web search)
AM Gutter Services Yes,https://www.amgutterservices.com/,amgutterservices.com,Dallas,TX,+1 214-980-4366,"5641 SMU Boulevard #106, Dallas, TX 75206, United States",5,257,YES,"Window installation offered as a specialty service alongside gutters, roofing and siding",medium,verified last run (web search)
AM Roofing Company Yes,https://amroofingcompany.com/?utm_source=Google_Maps&utm_medium=Website_Link-Click&utm_campaign=Google_Maps_Visits,amroofingcompany.com,Dallas,TX,+1 214-980-4366,"5641 SMU Boulevard #106, Dallas, TX 75206, United States",4.9,39,YES,"Window installation offered alongside roofing, gutters, siding, soffit & fascia",medium,verified last run (web search)
Radiant Windows & Glass Yes,https://www.radiantwindowsglass.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,radiantwindowsglass.com,Dallas,TX,+1 469-727-9745,"5730 Martel Ave #118, Dallas, TX 75206, United States",5,21,YES,"Energy-efficient replacement windows, window repair, window glass replacement (also shower glass, mirrors, window cleaning)",high,verified last run (web search)
JC GLASS & WINDOWS Yes,https://jcglass-windows.carrd.co/,jcglass-windows.carrd.co,Dallas,TX,+1 214-531-5904,"5738 Preston View Blvd, Dallas, TX 75240, United States",5,7,YES,"Window installation, broken window glass repair, energy-efficient pane replacement, custom screens",high,verified last run (web search)
