company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
Total Glassworks Yes,https://www.totalglassworks.net/,totalglassworks.net,Austin,TX,+1 512-831-7065,"12010 US-290 Ste 140, Austin, TX 78737, United States",5,11,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Hill Country Awnings & Shades of Texas Yes,https://retractablesolarscreens.com/,retractablesolarscreens.com,Austin,TX,+1 512-288-7512,"12010 US-290 Ste 220, Austin, TX 78737, United States",5,34,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Precision Garage Door of Dallas Yes,https://precisiondoordallas.com/?utm_source=google&utm_medium=gmb&utm_campaign=GMB+Dallas,precisiondoordallas.com,Dallas,TX,+1 214-919-9992,"12021 S Plano Rd Ste 110, Dallas, TX 75243, United States",4.8,790,NO,Garage door and opener repair/installation franchise,high,verified last run (web search)
E & D Auto Works Yes,https://www.endautoworks.com/,endautoworks.com,Dallas,TX,+1 214-425-1070,"12022 Garland Rd, Dallas, TX 75218, United States",4.9,54,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Infinity Replacement by Marvin Yes,https://install.infinitywindows.com/locations/texas/dallas/?utm_source=gmb&utm_medium=organic&utm_campaign=dfw,install.infinitywindows.com,Grand Prairie,TX,+1 866-922-2119,"1205 E Avenue J, Grand Prairie, TX 75050, United States",4.8,261,YES,Full-frame and insert replacement windows and patio doors (fiberglass),high,verified last run (web search)
Energy Shield Window & Door Company Yes,https://energyshieldwindowsanddoors.com/,energyshieldwindowsanddoors.com,Avondale,AZ,+1 623-231-2451,"1205 N Eliseo Felix Jr Way B103, Avondale, AZ 85323, United States",4.7,365,YES,name states window installation/replacement/doors,high,name + review keyword filter
Driven By Design Yes,https://www.drivenbydesignatx.com/,drivenbydesignatx.com,Austin,TX,+1 512-494-5000,"12100 RM 1826 Ste 950, Austin, TX 78737, United States",5,41,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Blind Faith Window Coverings Yes,http://www.austinblindfaith.com/,austinblindfaith.com,Austin,TX,+1 512-373-3630,"12100 RM 1826 Unit 2, Austin, TX 78737, United States",4.4,7,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Caliber Auto Glass Yes,https://www.caliber.com/find-a-location/dallas-self-plaza-dr-glass-75218?utm_source=google&utm_medium=gbp-profile&utm_campaign=webform-GBPwebsite&utm_content=&utm_term=&utm_id=0967,caliber.com,Dallas,TX,+1 888-461-0010,"12101 Self Plaza Dr, Dallas, TX 75218, United States",4.7,47373,NO,"National auto glass / collision chain (windshield repair & replacement, ADAS calibration)",high,verified last run (web search)
Christian Brothers Automotive White Rock Yes,https://www.cbac.com/white-rock/?utm_source=GMB&utm_medium=organic&utm_campaign=white-rock&utm_content=website-cta,cbac.com,Dallas,TX,+1 214-444-7954,"12124 McCree Rd, Dallas, TX 75238, United States",4.6,435,NO,"vehicle/automotive business, no glass or window signal",high,name + review keyword filter
Window & Door Hilt LLC Yes,https://windowanddoorhilt.com/,windowanddoorhilt.com,Rockwall,TX,+1 361-563-9230,"1213 Marilyn Jayne Ln, Rockwall, TX 75087, United States",0,0,YES,Energy-efficient replacement window systems (ThermaLast) and doors for Dallas/Rockwall homes,high,verified last run (web search)
HD Roofing and Repairs Yes,https://www.hdroofingandrepairs.com/?utm_source=google&utm_medium=Organic&utm_campaign=gbp,hdroofingandrepairs.com,Austin,TX,+1 512-458-6800,"12131 Pecan St, Austin, TX 78727, United States",4.9,333,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Renewal by Andersen Window Replacement Yes,https://renewalbyandersenreplacement.com/locations/tx/dallas/?utm_source=googlebusinessprofile&utm_medium=organic,renewalbyandersenreplacement.com,Carrollton,TX,+1 469-699-8381,"1215 W Crosby Rd #180, Carrollton, TX 75006, United States",4.8,2988,YES,Full-service replacement window and patio/entry door installation,high,verified last run (web search)
Dallas Frameless Glass Yes,http://www.dallasframeless.com/,dallasframeless.com,Farmers Branch,TX,+1 469-781-7675,"12200 N Stemmons Fwy, Farmers Branch, TX 75234, United States",4.3,18,NO,Frameless shower door and enclosure company,medium,verified last run (web search)
Wolfpack Roofing & Exteriors Yes,https://wolfpackrfg.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,wolfpackrfg.com,Austin,TX,+1 512-790-7663,"12201 Alcanza Dr, Austin, TX 78739, United States",4.9,90,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Nations Auto Glass - North Austin Yes,https://nationsautoglass.com/austin-texas-124/,nationsautoglass.com,Austin,TX,+1 512-960-4046,"12212 Ranch Rd 620 N, Austin, TX 78750, United States",4.9,46,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Guido Materials Yes,https://www.guidomaterials.com/,guidomaterials.com,Bee Cave,TX,+1 737-520-3166,"12225 Bee Caves Rd Ste 200, Bee Cave, TX 78738, United States",4.1,41122,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
PERTEX Roofing & Construction Yes,https://pertexroofing.com/?utm_source=omg-gbp&utm_medium=webclick,pertexroofing.com,Dallas,TX,+1 214-734-6270,"12225 Greenville Ave Ste 732, Dallas, TX 75243, United States",4.9,30,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Austin Gutterman Yes,http://www.austingutterman.com/,austingutterman.com,Austin,TX,+1 512-450-1821,"12229 Roxie Dr, Austin, TX 78729, United States",4.9,178,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
A&M Glass Service Yes,http://www.amglassservice.com/,amglassservice.com,Dallas,TX,+1 214-327-9988,"12243 Shiloh Rd, Dallas, TX 75228, United States",4.9,93,NO,Mobile auto glass / windshield repair and replacement,high,verified last run (web search)
DARKLIGHT WINDOW SERVICES Yes,https://darklightwindowservices.godaddysites.com/,darklightwindowservices.godaddysites.com,Dallas,TX,+1 281-698-7365,"12301 N Central Expy, Dallas, TX 75243, United States",3,2,NO,Commercial/residential window tinting and security film; also gutters,high,verified last run (web search)
Fish Window Cleaning Yes,https://www.fishwindowcleaning.com/Austin-TX-440/,fishwindowcleaning.com,Austin,TX,+1 512-302-5522,"12307 Roxie Dr Ste 101, Austin, TX 78729, United States",4.7,23,NO,window cleaning/washing,high,name + review keyword filter
HRS Window Cleaning LLC Yes,http://hrswindowcleaning.com/,hrswindowcleaning.com,Austin,TX,+1 512-638-1467,"12307 Roxie Dr Ste 102, Austin, TX 78729, United States",5,21,NO,window cleaning/washing,high,name + review keyword filter
Driftwood Builders Roofing Yes,https://driftwoodbuildersroofing.com/?utm_campaign=gmb,driftwoodbuildersroofing.com,Manchaca,TX,+1 512-894-0129,"12308 Twin Creek Rd Ste 101A, Manchaca, TX 78652, United States",5,258,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
JASB Roofing & Exterior Remodeling Yes,https://www.jasbsolutions.com/?utm_source=omg-gbp&utm_medium=webclick,jasbsolutions.com,Austin,TX,+1 512-961-1421,"12325 Hymeadow Dr Ste 1-103, Austin, TX 78750, United States",4.7,117,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Wolfman Chimney & Fireplace Yes,https://wolfmanchimneyfireplace.com/austin-tx/,wolfmanchimneyfireplace.com,Austin,TX,+1 512-866-9917,"12345 Pauls Valley Rd Ste D-2, Austin, TX 78737, United States",4.9,130,NO,"unrelated trade, no window signal",high,name + review keyword filter
Alumiglass and Windows LLC Yes,https://alumiglassandwindows.com/,alumiglassandwindows.com,Frisco,TX,+1 972-658-2192,"1235 Tree Top Dr, Frisco, TX 75033, United States",5,76,YES,"Window and glass installation/repair, energy-efficient windows, storefronts, board-up; residential and commercial",high,verified last run (web search)
Monty's Handyman & Remodeling Services Yes,https://getmontys.com/,getmontys.com,Austin,TX,+1 737-285-4072,"12357 Riata Trace Pkwy Ste 200, Austin, TX 78727, United States",4.9,135,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
That 1 Painter Austin Yes,https://that1painter.com/austin,that1painter.com,Austin,TX,+1 512-373-0002,"12357 Riata Trace Pkwy, Austin, TX 78727, United States",4.8,1085,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Stateline Windows & Doors Yes,https://www.statelinewd.com/,statelinewd.com,Machesney Park,IL,+1 779-210-3123,"1240 Shappert Dr, Machesney Park, IL 61115, United States",5,5,YES,name states window installation/replacement/doors,high,name + review keyword filter
The Blind Lady Yes,http://www.blindlady.com/,blindlady.com,Bee Cave,TX,+1 512-736-2500,"12400 State Hwy 71, Bee Cave, TX 78738, United States",5,8,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Austin Auto Finishes Yes,https://www.austinautofinishes.com/,austinautofinishes.com,Austin,TX,+1 512-716-1431,"12406 Technology Blvd, Austin, TX 78727, United States",4.8,406,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Variety Blinds and Shutters Yes,http://www.varietyblinds.com/,varietyblinds.com,Austin,TX,+1 512-558-1196,"12408 Altamira St, Austin, TX 78748, United States",4.8,37,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Sunset Auto Glass Solutions Yes,http://sunsetautoglass.net/,sunsetautoglass.net,Austin,TX,+1 737-610-3781,"12410 Alameda Trace Cir, Austin, TX 78727, United States",5,51,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Vana Homes Yes,https://www.vanahomes.com/,vanahomes.com,Austin,TX,+1 512-890-2872,"1250 S Capital of Texas Hwy Bldg 3 suite 450, Austin, TX 78746, United States",5,17,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Century Outdoor Services Yes,https://centuryoutdoor.com/,centuryoutdoor.com,Austin,TX,+1 512-786-1694,"12507 Pauls Valley Rd Bldg 2, Austin, TX 78737, United States",4.9,208,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
😎 Austin Sunshades Tint & Sound Yes,https://www.austinsunshades.com/,austinsunshades.com,Austin,TX,+1 512-249-8468,"12538 Research Blvd # B, Austin, TX 78759, United States",4.7,372,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Fiducia Roofing & Restoration Yes,https://fiduciarestoration.com/,fiduciarestoration.com,Austin,TX,+1 512-524-7085,"12600 Hill Country Blvd R-275, Austin, TX 78738, United States",5,56,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Austin Shower Glass Yes,https://www.austinshowerglass.com/,austinshowerglass.com,Bee Cave,TX,+1 737-465-3141,"12600 Hill Country Blvd R-275, Bee Cave, TX 78738, United States",5,171,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Mt. Zion Auto Glass Yes,https://www.mtzionautoglass.org/,mtzionautoglass.org,Bee Cave,TX,+1 512-980-0299,"12600 Hill Country Blvd Ste R-130, Bee Cave, TX 78738, United States",0,0,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
TWT Exteriors & Roofing Yes,https://twtexteriors.com/,twtexteriors.com,Bee Cave,TX,+1 512-878-3892,"12600 Hill Country Blvd Ste R-275 #191, Bee Cave, TX 78738, United States",5,62,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Carpet now - South Austin Carpet Installation Yes,https://carpetnow.com/texas-locations/south-austin-carpet-installation,carpetnow.com,Bee Cave,TX,+1 512-641-8387,"12600 Hill Country Blvd Suite R-275 - #919, Bee Cave, TX 78738, United States",5,160,NO,"unrelated trade, no window signal",high,name + review keyword filter
Lowe's Home Improvement Yes,https://www.lowes.com/store/TX-Bee-Cave/1948?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1948-_-na-_-0-_-0&y_source=1_MTE4MzQ3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,lowes.com,Bee Cave,TX,+1 512-634-4432,"12611 Suite 100 Shops Pkwy, Bee Cave, TX 78738, United States",4.1,964,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
American Tornado Master Yes,http://www.tornadomaster.com/,tornadomaster.com,Dallas,TX,+1 972-686-7733,"12640 Northwest Hwy, Dallas, TX 75228, United States",3.9,11,NO,Storm/tornado shelter manufacturer and installer,high,verified last run (web search)
Shower Doors of Austin Yes,https://www.goframelessaustin.com/,goframelessaustin.com,Austin,TX,+1 512-831-3651,"12707 Nutty Brown Rd Bldg D, Austin, TX 78737, United States",4.8,64,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Sicara Design Yes,http://www.sicaradesign.com/,sicaradesign.com,Bee Cave,TX,+1 832-692-4228,"12820 Hill Country Blvd Ste E-120, Bee Cave, TX 78738, United States",5,23,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
The Broken Window Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5axdaQXINlAW6mYM79_1wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.992905&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,+1 737-231-6177,"12831 Meehan Dr, Austin, TX 78727, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
NewSouth Window Solutions Yes,https://newsouthwindow.com/location-austin-tx/,newsouthwindow.com,Austin,TX,+1 737-334-2023,"12901 I-35 Bldg 6, Unit 600, Austin, TX 78753, United States",5,34,YES,window in name + review describes window work,high,name + review keyword filter
Austintatious Blinds & Shutters Yes,https://www.austintatiousblinds.com/,austintatiousblinds.com,Austin,TX,+1 512-608-0302,"12918 Shops Pkwy #700, Austin, TX 78738, United States",4.8,83,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Alfa Romeo of Austin Service Yes,https://www.alfaromeoaustin.com/service/center.htm?utm_source=google&utm_medium=organic&utm_campaign=gbp+service,alfaromeoaustin.com,Austin,TX,+1 737-241-3708,"12925 Pond Springs Rd, Austin, TX 78729, United States",4.9,410,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Mend Services Yes,https://mendservices.com/,mendservices.com,Buda,TX,+1 737-251-6467,"12951 Wright Rd, Buda, TX 78610, United States",4.9,596,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Art's Door & Window Replacement Yes,https://artswindowreplacement.com/,artswindowreplacement.com,Belvidere,IL,+1 779-363-0284,"130 S State St #410, Belvidere, IL 61008, United States",5,5,YES,name states window installation/replacement/doors,high,name + review keyword filter
Precision Garage Door of Austin Yes,https://precisiondooraustin.com/?utm_source=gmb&utm_medium=location_austin&utm_campaign=website,precisiondooraustin.com,Austin,TX,+1 737-212-9367,"1300 Smith Rd #105, Austin, TX 78721, United States",4.9,1774,NO,"unrelated trade, no window signal",high,name + review keyword filter
PORTEUSA Yes,http://porteusa.com/,porteusa.com,Austin,TX,+1 512-696-6212,"1300 W Anderson Ln., Austin, TX 78757, United States",5,50137,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Custom Sounds & Tint - Research Yes,https://www.customsounds.com/locations/13026-research-blvd-austin-tx-78750,customsounds.com,Austin,TX,+1 512-298-6998,"13026 Research Blvd, Austin, TX 78750, United States",4.5,284,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Southern Windows and Doors Yes,https://slwindowsdfw.com/,slwindowsdfw.com,Richardson,TX,+1 214-499-5095,"1303 Columbia Dr Ste. 207, Richardson, TX 75081, United States",4.7,30,YES,"Replacement window installation (vinyl, aluminum, slimline; double-hung, casement, bay), fogged window replacement, entry and patio doors",high,verified last run (web search)
AC Superheroes Yes,https://www.acsuperheroestx.com/?utm_source=google&utm_medium=organic&utm_campaign=local+listings,acsuperheroestx.com,Austin,TX,+1 512-734-4507,"1305 Buffalo Gap Rd, Austin, TX 78734, United States",4.9,313,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Round Rock Window Tinting Yes,https://roundrockwindowtinting.com/,roundrockwindowtinting.com,Round Rock,TX,+1 512-296-2213,"1310 Chisholm Valley Dr Suite 403, Round Rock, TX 78681, United States",5,473,NO,window tint/film only,high,name + review keyword filter
Well Done Screen Repair Yes,http://welldonescreenrepair.com/,welldonescreenrepair.com,Austin,TX,+1 512-771-9910,"13102 Lubbock Ln, Austin, TX 78729, United States",5,25,YES,review explicitly describes window install/replacement,high,name + review keyword filter
ATX Electrical Services Yes,http://atxelectricalservices.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2542670404864221154,atxelectricalservices.com,Austin,TX,+1 512-739-9213,"13110 West Highway 290 #11, Austin, TX 78737, United States",5,95,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Jones Company Yes,http://austinjonescompany.com/,austinjonescompany.com,Austin,TX,+1 512-633-2605,"13119 Green River Trail, Austin, TX 78729, United States",4.8,94,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Bargain Blinds KC Yes,http://bargainblinds.shop/,bargainblinds.shop,Fort Lauderdale,FL,+1 954-893-2723,"1314 E Las Olas Blvd Suite 1667, Fort Lauderdale, FL 33301, United States",4.7,51,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
EcoStar Remodeling & Construction Yes,https://ecosremodeling.com/,ecosremodeling.com,Dallas,TX,+1 866-227-1298,"13140 Coit Rd Ste 340, Dallas, TX 75240, United States",4.6,323,YES,Window installation; 'raise the value and comfort of your home with new windows',high,verified last run (web search)
Metroplex Gutter and Windows Yes,https://metroplexgutters.com/,metroplexgutters.com,Dallas,TX,+1 214-306-4665,"1315 S Akard St, Dallas, TX 75215, United States",5,7,YES,"Replacement vinyl and aluminum windows (NT Window products), plus specialty bay, garden and glass block windows and patio doors — alongside seamless gutters",high,verified last run (web search)
Cothron's Safe & Lock Yes,https://www.cothrons.com/,cothrons.com,Austin,TX,+1 512-447-1883,"1315 W Ben White Blvd, Austin, TX 78704, United States",4.6,126,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Design Skylights Yes,https://www.designskylightsatx.com/,designskylightsatx.com,Austin,TX,+1 512-626-5285,"13200 Pond Springs Rd I-73, Austin, TX 78729, United States",4.8,43,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Longhorn Glass Yes,http://longhornglass.net/,longhornglass.net,Austin,TX,+1 512-443-9000,"13216 Pond Springs Rd, Austin, TX 78729, United States",4.4,77,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Love That Door Yes,https://www.lovethatdoor.com/?utm_campaign=gmbdallas,lovethatdoor.com,Dallas,TX,+1 214-891-3003,"1322 Round Table Dr, Dallas, TX 75247, United States",5,95,YES,"Aluminum windows (design, manufacture and installation) alongside iron/aluminum doors and curtain walls",medium,verified last run (web search)
GF Window Company Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TwlQMXRGQfmkuxxwlZ2wvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.25677&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Rockford,IL,+1 815-547-0159,"1323 29th St, Rockford, IL 61108, United States",,,YES,name states window installation/replacement/doors,high,name + review keyword filter
Hardy Windows of Texas Yes,https://hardytexas.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-austin&utm_id=local&utm_content=austin,hardytexas.com,Austin,TX,+1 833-427-3989,"13240 Pond Springs Rd, Austin, TX 78729, United States",5,14,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Storm Guard Roofing of Austin Yes,https://www.stormguardrc.com/tx/austin-southwest/?utm_campaign=gmb&utm_medium=organic&utm_source=gbp,stormguardrc.com,Austin,TX,+1 512-882-1844,"13284 Pond Springs Rd #303, Austin, TX 78729, United States",5,265,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
GF your Home Exterior Experts since 1974 Yes,,,Rockford,IL,+1 815-547-0159,"1329 29th St, Rockford, IL 61108, United States",3.7,3,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Chapos auto glass replacement Yes,,,Rockford,IL,+1 312-619-1708,"1331 Geneva Ave, Rockford, IL 61108, United States",4.5,19,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Salted Interiors Yes,https://www.saltedinteriors.com/,saltedinteriors.com,Austin,TX,+1 512-547-8683,"13341 W U.S. 290 Bldg 2, Austin, TX 78737, United States",4.7,10,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Mister Glass Yes,https://www.misterglassinc.com/?utm_source=gmb&utm_medium=organic&utm_campaign=DALLAS,misterglassinc.com,Dallas,TX,+1 972-669-0951,"13342 Floyd Cir, Dallas, TX 75243, United States",4.9,3629,YES,"Residential home window glass repair and replacement, plus commercial storefront glass, office partitions and doors; Google review describes replacing glass in two large fogged-up windows (IGU replacement)",high,verified last run (web search)
Windowpros Window Replacement Yes,http://austinwindowpros.com/,austinwindowpros.com,Austin,TX,+1 512-422-1907,"13359 N N Hwy 183 Suite 406-520, Austin, TX 78750, United States",4.9,39,YES,name states window installation/replacement/doors,high,name + review keyword filter
Dayton Co. Roofing & Renovation Yes,http://daytoncontractingaustin.com/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile&utm_content=website,daytoncontractingaustin.com,Austin,TX,+1 512-316-3908,"13363 Pond Springs Rd, Austin, TX 78729, United States",5,191,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
RAM Windows & Doors Yes,https://ramwindows.com/,ramwindows.com,Dallas,TX,+1 469-520-7866,"134 Oak Lawn Ave, Dallas, TX 75207, United States",4,31,YES,"Thermally-broken aluminum windows manufactured, plus installation, repair and replacement",high,verified last run (web search)
CrystalFlow Gutter Services Yes,http://gulfcoastgutterpros.com/,gulfcoastgutterpros.com,Dallas,TX,+1 972-808-6904,"1341 W Mockingbird Ln Ste 1088, Dallas, TX 75247, United States",5,2,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Pella Windows and Doors of Dallas Yes,https://pellaofnorthtexas.com/Dallas,pellaofnorthtexas.com,Dallas,TX,+1 214-295-7989,"135 Payne St, Dallas, TX 75207, United States",4.7,135,YES,Replacement and new-construction window sales and installation,high,verified last run (web search)
Foster Exteriors Window Company Yes,https://www.fosterexteriors.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-dallas&utm_id=local&utm_content=dallas,fosterexteriors.com,Dallas,TX,+1 214-319-8400,"1350 N Buckner Blvd #216, Dallas, TX 75218, United States",4.9,135,YES,"Energy-efficient vinyl/aluminum replacement window installation, sliding patio doors, storm doors",high,verified last run (web search)
moonshadow of dallas Yes,,,Dallas,TX,+1 469-324-7427,"13540 Vargon St, Dallas, TX 75243, United States",4.3,6,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Landmark Building Co. Yes,https://www.landmarkbuildingco.com/,landmarkbuildingco.com,Dallas,TX,+1 214-727-0201,"13590 Floyd Cir Ste 110, Dallas, TX 75243, United States",5,23,YES,Sells and professionally installs windows (aluminum fixed windows and others) alongside sliding/bifold/iron doors,medium,verified last run (web search)
Bennett MotorWerks Yes,https://bennettmotorwerks.com/?utm_campaign=gmb&utm_medium=gmb&utm_source=google,bennettmotorwerks.com,Dallas,TX,+1 972-776-2442,"13595 Floyd Cir Ste 400, Dallas, TX 75243, United States",4.8,162,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Continuum Restoration - Dallas Yes,,,Dallas,TX,+1 866-430-3813,"13659 Jupiter Rd #200, Dallas, TX 75238, United States",5,67,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Cool View Window Tint Yes,https://www.coolviewwindowtint.com/,coolviewwindowtint.com,Austin,TX,+1 512-522-9009,"13713 Maye Pl, Austin, TX 78728, United States",5,23,NO,window tint/film only,high,name + review keyword filter
Showroom Windows & Doors Yes,https://www.showroomwindows.com/?utm_source=GMB&utm_medium=local,showroomwindows.com,Austin,TX,+1 512-777-0461,"13717 Burnet Rd #350A, Austin, TX 78727, United States",5,138,YES,name states window installation/replacement/doors,high,name + review keyword filter
SKM Performance Yes,http://skmperformance.com/,skmperformance.com,Dallas,TX,+1 682-718-6024,"13717 Floyd Cir, Dallas, TX 75243, United States",4.8,151,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
USA Windows and Doors Yes,https://www.usawindowsanddoors.com/?utm_campaign=gmb,usawindowsanddoors.com,Sunrise,FL,+1 954-289-9590,"13800 NW 2nd St Unit 140, Sunrise, FL 33325, United States",4.9,868,YES,name states window installation/replacement/doors,high,name + review keyword filter
Comanche Roofing Yes,https://www.comancheroofing.com/,comancheroofing.com,Austin,TX,,"13804 Turbine Dr B, Austin, TX 78728, United States",4.9,55,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Premium Siding and Painting Yes,https://pspcompany.com/,pspcompany.com,Austin,TX,+1 512-997-9613,"13806 Ann Pl Bldg 2, Austin, TX 78728, United States",4.9,180,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Guardian Bastille Window Film Solutions Yes,http://www.guardianbastille.com/,guardianbastille.com,Austin,TX,+1 844-703-8468,"13809 Research Blvd 5th Floor, Austin, TX 78729, United States",5,5058,NO,window tint/film only,high,name + review keyword filter
Clearly Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mkxsuy5dvbEL0TiWPcOpwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.32205&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,+1 512-525-8673,"13809 Research Blvd, Austin, TX 78750, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Expo Home Improvement Yes,https://www.expohomeimprovement.com/,expohomeimprovement.com,Farmers Branch,TX,+1 972-486-9166,"13859 Diplomat Dr Ste 180, Farmers Branch, TX 75234, United States",4.9,2657,YES,"Replacement window installation - double-hung, sliding, casement, awning, picture, bay/bow, specialty shapes",high,verified last run (web search)
Shade Shop Window Tinting & Paint Protection Yes,http://windowtintingservicesaustin.com/,windowtintingservicesaustin.com,Austin,TX,+1 512-444-8468,"139 E St Elmo Rd #101, Austin, TX 78745, United States",4.9,412,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Dr home solutions group llc Yes,https://www.drhomesolutinshroup.com/,drhomesolutinshroup.com,Fort Lauderdale,FL,+1 754-444-6715,"14 SE 25th St, Fort Lauderdale, FL 33316, United States",4.9,45,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Remodel Boutique Yes,http://www.remodelboutique.com/,remodelboutique.com,Austin,TX,+1 737-747-3305,"1401 Meander Dr, Austin, TX 78721, United States",4.6,14,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Sidingrepairservicewinsdorpark Yes,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bx_P3V1pofLr5dTF3ACHYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.690746&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,+1 229-749-4441,"1404 Hillcrest Dr, Austin, TX 78723, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Performance Windows Austin Yes,https://www.goperformancewindows.com/,goperformancewindows.com,Cedar Park,TX,+1 737-231-0710,"1405 Arrow Point Dr Bldg 11 Ste 1108, Cedar Park, TX 78613, United States",4.6,379,YES,Residential replacement window installation,high,verified last run (web search)
